# [SH0ES_CALIB][HEALPIX] This is the data for ISO distribution with new set of data for each repetition
# 500 repetitions, 1536 points, q0f= -0.574 h0f= 0.7304
# 
# delta_h0_iso_max           delta_q0_iso_max
7.500079851870289360e-03 6.360235007744625690e-01
8.598194721194718504e-03 7.294805026473727416e-01
9.690206325618566652e-03 9.442443052270645953e-01
1.624721689362462751e-02 1.171576613767353114e+00
1.021015647624234912e-02 7.850739326682258934e-01
1.182215582916190666e-02 1.026567947331632258e+00
1.066749725715765429e-02 9.249326939633883971e-01
8.259892844836969061e-03 6.778035900945047487e-01
1.273839092740447487e-02 1.144254250942725371e+00
1.000036897080880394e-02 7.687330840749315719e-01
7.868269497896984710e-03 6.297500267986246847e-01
1.237275473297871908e-02 9.368809064896611583e-01
1.716942097947637969e-02 1.083867629271088706e+00
1.099003561756772829e-02 8.214937285219141572e-01
9.318887194611935598e-03 8.255855093746646833e-01
8.743660900876637498e-03 7.628347872618965742e-01
1.019130345355545586e-02 6.485507955236675670e-01
1.021215016007104293e-02 9.427915244327994548e-01
1.288025341958687342e-02 9.007472699816696515e-01
7.173489545670319600e-03 6.530817433301447927e-01
1.029900198781430465e-02 7.345086731140277880e-01
9.109741431124973587e-03 6.760801388333228523e-01
1.031238403318657237e-02 8.120555560655642324e-01
1.041045391863404390e-02 9.063495854947495323e-01
1.667028049972918424e-02 1.314126191726647797e+00
1.625035016469578153e-02 1.212259787985595194e+00
1.380442520662839012e-02 8.549287026039738002e-01
1.301669912194702849e-02 7.700167098050525460e-01
9.089068547369683060e-03 7.707083307624500446e-01
8.034007765136408352e-03 6.002356411770517486e-01
8.146429249918263338e-03 5.179887070784083836e-01
6.819950726531631702e-03 6.034686299594742565e-01
9.362472248092945648e-03 7.646811048978605641e-01
1.480168364872447295e-02 9.007457603948203495e-01
1.057352296650326817e-02 8.654418798005077962e-01
7.655481191216839676e-03 6.936863100683745564e-01
1.016126657976412773e-02 6.227061346532861696e-01
1.186996326506550847e-02 1.071510631010074155e+00
1.264619045992865232e-02 9.672730235938209464e-01
8.676148223921931191e-03 8.417205672466592237e-01
7.813906402395098816e-03 6.068200711101958689e-01
