# This is the data for the Hubble and q0 maps for the following parameters: 
#  3072 points, q0f= -0.574, h0f= 0.7304, zup= 0.1, zdown= 0.01
# 
#  h0u h0u_err h0d h0d_err q0u q0u_err q0d q0d_err
7.255627898157712696e-01 2.117986553546731109e-03 7.363395512469853577e-01 3.120658374213912140e-03 -9.957057036619154644e-01 1.526591002268628539e-01 -1.239748288211031391e-01 2.204595516019856871e-01
7.267067724639639792e-01 2.121443038770957565e-03 7.342133391209590965e-01 3.053035206337209422e-03 -8.998852872327465224e-01 1.515823765062696560e-01 -3.001823105632581701e-01 2.217990151146798927e-01
7.277283571175193755e-01 2.185314414980004619e-03 7.307026340678668408e-01 2.897851166279506556e-03 -8.506893658028480409e-01 1.631814337640644375e-01 -5.621826821908568750e-01 1.975603276265573971e-01
7.276489006012241134e-01 2.193264892170849242e-03 7.305941701157306900e-01 2.882864943496300791e-03 -8.578245975541916035e-01 1.645953950703256952e-01 -5.835708319912686903e-01 1.964550757106512391e-01
7.282091272413708793e-01 2.194379442950282564e-03 7.297138056676618634e-01 2.872866818849548892e-03 -7.996289477436350213e-01 1.644653001982373519e-01 -6.432882997512390233e-01 1.961187012204803903e-01
7.284189673473836502e-01 2.200938393719205615e-03 7.291709170969762344e-01 2.860357162370971706e-03 -7.852621130302331887e-01 1.646804267348300210e-01 -6.657343241974571502e-01 1.958965464243626886e-01
7.282639246406458211e-01 2.206589875364839762e-03 7.298639871607986995e-01 2.836887188200641011e-03 -7.865526281130418296e-01 1.639611111753705996e-01 -6.398938796285075226e-01 1.965660297318319039e-01
7.283721128017087709e-01 2.201362371586824355e-03 7.288173825588284416e-01 2.859013128438809160e-03 -8.001607441607345717e-01 1.640501851945969647e-01 -6.687496413021998265e-01 1.959306025755925551e-01
7.282448650151746028e-01 2.196395966181252483e-03 7.294263228042361380e-01 2.860542624140721517e-03 -7.834307641508854170e-01 1.632883360219448687e-01 -6.585347783354164042e-01 1.961732344682167450e-01
7.274309561912437605e-01 2.194749415482654103e-03 7.306002925490360234e-01 2.885861418038610654e-03 -8.252709052404179069e-01 1.613500720185215287e-01 -5.938608026980131127e-01 1.996774267341888121e-01
7.280352459444979774e-01 2.137167740839658863e-03 7.302788705070204500e-01 3.031103482535050381e-03 -7.500960370576666980e-01 1.525765963028391237e-01 -6.724430826212015599e-01 2.206531799886486678e-01
7.269552644879228032e-01 2.097528547269250296e-03 7.340052113806205814e-01 3.159477677389118701e-03 -8.722038501054460991e-01 1.483537751529582782e-01 -2.535141482265667046e-01 2.356963262008733295e-01
7.271805222944025537e-01 2.102005096195856942e-03 7.340875794855044045e-01 3.202187180259663535e-03 -8.393653669743634804e-01 1.484059297538091182e-01 -2.855644114000369660e-01 2.370988684446194983e-01
7.264381149260693560e-01 2.135950538917619473e-03 7.363069950573863931e-01 3.135854834732115012e-03 -8.797764330658112142e-01 1.534031415368479201e-01 -2.092324354023419875e-01 2.225471587600768575e-01
7.265687739972214176e-01 2.141072709726791600e-03 7.355900092880371943e-01 3.111124716432198990e-03 -8.728393934755884764e-01 1.534164305020649655e-01 -2.490444009955053439e-01 2.228935103615488078e-01
7.260669392845309211e-01 2.143144639692449224e-03 7.358667877842280935e-01 3.103559793920669316e-03 -9.353695197283957707e-01 1.551273357534955766e-01 -2.051069929964736416e-01 2.170828129447019417e-01
7.241061393428347426e-01 2.094972898869134140e-03 7.414061610081181808e-01 3.207744152384575664e-03 -1.099698771054108848e+00 1.520147654814996419e-01 2.696854623924352934e-01 2.265226712226876549e-01
7.251295974870964889e-01 2.110991282926156891e-03 7.376343165357652776e-01 3.135670536014293838e-03 -1.018969291588255555e+00 1.538243412126346354e-01 -7.869608494717714176e-02 2.204771089250095462e-01
7.263002605218863428e-01 2.105192174657065374e-03 7.352732301421064376e-01 3.121898668612275909e-03 -9.186417864603856342e-01 1.508438540171641584e-01 -2.755802904050471125e-01 2.245561116604511687e-01
7.264587586814412745e-01 2.169006340635123205e-03 7.333979846023452875e-01 2.930213373611705030e-03 -9.952506335805494375e-01 1.598741238634414918e-01 -2.775449963105566242e-01 2.025849923843801581e-01
7.278840303922148314e-01 2.194270046037536965e-03 7.301597578990288717e-01 2.875492438592352866e-03 -8.560528468608337160e-01 1.634092525764297144e-01 -5.706098011946721948e-01 1.982117162847330805e-01
7.280646867743850725e-01 2.203944043236232518e-03 7.295728277781989846e-01 2.869162716801179798e-03 -7.981415758528785931e-01 1.645598817607632491e-01 -6.817957678912163200e-01 1.976958276056348940e-01
7.285618611256555743e-01 2.192860339118094751e-03 7.288806074392747414e-01 2.887282820223666027e-03 -7.581570846153327103e-01 1.634683495629891403e-01 -7.219271786549793513e-01 1.989337463795473604e-01
7.284643891959525774e-01 2.198383505486288178e-03 7.291137632489848031e-01 2.860917348111879314e-03 -7.870365302069307623e-01 1.646153452865129208e-01 -6.644644964500989737e-01 1.958641822365623786e-01
7.286392996243628017e-01 2.211925808339342079e-03 7.291634341523498541e-01 2.828510894026181003e-03 -7.646802511870437469e-01 1.649615482732126048e-01 -6.749781000685550758e-01 1.951025738648378416e-01
7.285634769906322861e-01 2.203681047692834793e-03 7.290493670316521291e-01 2.851876793578596650e-03 -7.720823006269188493e-01 1.641699646448128991e-01 -6.762354987341329116e-01 1.967275881201376864e-01
7.287864060155483381e-01 2.211041008853186808e-03 7.281218243856499850e-01 2.835126778059874220e-03 -7.682347851546447171e-01 1.648274521321204111e-01 -7.084943806847774361e-01 1.944176117039613239e-01
7.281577737077447043e-01 2.199076079888304634e-03 7.292371391709908668e-01 2.858303356115223220e-03 -7.939503775990217616e-01 1.638669326815946903e-01 -6.633549044727339306e-01 1.950529825235746140e-01
7.278650111506861364e-01 2.199502971132505022e-03 7.298615305185902624e-01 2.868751342690364480e-03 -7.811808818258398901e-01 1.624493843200771337e-01 -6.635584928955438055e-01 1.972953262675753161e-01
7.275785845830148313e-01 2.144477835538210336e-03 7.311759275655241863e-01 3.006578840222690237e-03 -7.722479252151317475e-01 1.530685702645522006e-01 -6.260896348201231421e-01 2.190868655625891614e-01
7.268311723573107619e-01 2.118544756332643633e-03 7.330295084948347251e-01 3.097781445493578631e-03 -8.739950757141726756e-01 1.496608207102893828e-01 -3.425319446229097009e-01 2.314037690840024530e-01
7.279018742210909831e-01 2.118478252328471947e-03 7.322811195461700340e-01 3.148207755887311599e-03 -7.893953367594340742e-01 1.503609538169004001e-01 -4.274917970889705043e-01 2.305121872295858299e-01
7.269303479464409579e-01 2.119706407217575479e-03 7.348062978029430425e-01 3.180198139701934882e-03 -8.396471891481256389e-01 1.510015265061706302e-01 -2.983640366259921461e-01 2.288247579293374856e-01
7.268316329331946379e-01 2.149222612258150540e-03 7.349225737966877947e-01 3.083140001536453529e-03 -8.486735141234835744e-01 1.546649823511429545e-01 -3.145636987961930586e-01 2.187116518766093753e-01
7.264042967565412789e-01 2.140926451672058722e-03 7.362357765128175746e-01 3.118048325267006905e-03 -8.935225667493473800e-01 1.537587217036304188e-01 -1.837580757386019503e-01 2.216572385892057739e-01
7.267384100646203660e-01 2.145015430151522157e-03 7.350778235521527870e-01 3.082326170062155580e-03 -8.779259128060407091e-01 1.547758459117329899e-01 -2.681382319345474441e-01 2.179288372867871915e-01
7.252657308830905425e-01 2.144190388022847171e-03 7.376877516732217588e-01 3.098679271968519337e-03 -9.973529508192087167e-01 1.585688173810886059e-01 -1.129796357505244847e-01 2.117141282982065442e-01
7.244383882938554287e-01 2.114732747843686526e-03 7.393759330521946227e-01 3.132080223312861886e-03 -1.086659543667526817e+00 1.540418236881230807e-01 1.089391099985348027e-01 2.190899623214249969e-01
7.246378610394781372e-01 2.128901529620860940e-03 7.386364340744189239e-01 3.058340550901344611e-03 -1.036349837464897394e+00 1.555260270565194947e-01 -5.725326783587023072e-02 2.138688235556029105e-01
7.258798210079623336e-01 2.117620741936913128e-03 7.354167482077763607e-01 3.086724372385078827e-03 -9.505885271592210417e-01 1.530456973496805428e-01 -2.760387648881730271e-01 2.182566646879004757e-01
7.257197189412609717e-01 2.169959797781731252e-03 7.343514169880572817e-01 2.901813934332211041e-03 -1.026773253849964762e+00 1.611488778306413294e-01 -2.766140094614689682e-01 2.013123799130534242e-01
7.276669855526816111e-01 2.199189540098359964e-03 7.308180524704186443e-01 2.867396940923092399e-03 -8.661935589774506505e-01 1.641041972900012247e-01 -5.392041714396885732e-01 1.963265352637973415e-01
7.280959364759540531e-01 2.204778710807813336e-03 7.294002839069591015e-01 2.858335824908996622e-03 -8.378261386142734635e-01 1.643403712607585943e-01 -6.334457575530938467e-01 1.978651671745159379e-01
7.290774771131914855e-01 2.208421414641090035e-03 7.278904030494323107e-01 2.843989085192569037e-03 -7.396018338808908466e-01 1.641910586547840889e-01 -7.578389002406721309e-01 1.976623281456783288e-01
7.293366540851007329e-01 2.212102517612735738e-03 7.276179313960613459e-01 2.842194897964242604e-03 -7.249948136001554966e-01 1.641092244211314055e-01 -7.617833378468557015e-01 1.979085031109309167e-01
7.287324161442924053e-01 2.215017796669309195e-03 7.288160189451116100e-01 2.829930553873199073e-03 -7.551803708627642386e-01 1.646776590475965973e-01 -7.097105974535946604e-01 1.965619992151214634e-01
7.290134202862325052e-01 2.207507463438929639e-03 7.287629675648683580e-01 2.840336590173562093e-03 -7.183319602921474090e-01 1.642995628862938817e-01 -7.234134701472066942e-01 1.965229777604194650e-01
7.282777315131591100e-01 2.213418145724545694e-03 7.299381192851756017e-01 2.826440890058018983e-03 -7.874795587566040256e-01 1.647146259167706350e-01 -6.287347617708913816e-01 1.955053725223186711e-01
7.285969379017661618e-01 2.215178642223442334e-03 7.289571589925853967e-01 2.822950711899912136e-03 -7.670482386878956227e-01 1.651334533420494022e-01 -6.842292734895190076e-01 1.945628212900990250e-01
7.289733952579794396e-01 2.221192267843396639e-03 7.277660526870258773e-01 2.813575224992399728e-03 -7.343725685777127143e-01 1.668105937318511978e-01 -7.591233229090270651e-01 1.911236320206611550e-01
7.278328798194118043e-01 2.208518436582655904e-03 7.298400357342635925e-01 2.835197273183619193e-03 -8.063778487303493447e-01 1.645847329984880814e-01 -6.371449602696820369e-01 1.936536433316775607e-01
7.279280294261071260e-01 2.191742768798009191e-03 7.295824228392807642e-01 2.884225928892582020e-03 -7.821511637693008279e-01 1.621924534257113970e-01 -6.713071296574508739e-01 1.976944717089607895e-01
7.278017381000739805e-01 2.153477196926088712e-03 7.304809141889552215e-01 2.983029488864052427e-03 -7.624381479339248369e-01 1.544000654634606895e-01 -6.545559824028843732e-01 2.155337186389486848e-01
7.263254422868432592e-01 2.129244165909170271e-03 7.340998827387458237e-01 3.049360073911305553e-03 -8.944568617267670829e-01 1.509935455880957178e-01 -3.057029767561588174e-01 2.257190329929986139e-01
7.273953761415338226e-01 2.141305662405901429e-03 7.320473751634589687e-01 3.049439169150066058e-03 -8.095150877894834451e-01 1.521318100167670107e-01 -4.722460638603547256e-01 2.241220552326421978e-01
7.280879535787750934e-01 2.143353295810023363e-03 7.311935085931917655e-01 3.062987056639800577e-03 -7.803478046237554144e-01 1.520145746856430002e-01 -4.994679986600722432e-01 2.256996478817378804e-01
7.268337181613013787e-01 2.144044859913873512e-03 7.347679988580662069e-01 3.096578959669328383e-03 -8.459108990580689325e-01 1.541362720628294269e-01 -3.252088402548099499e-01 2.199602650691886152e-01
7.264516140502973451e-01 2.136167764774229635e-03 7.363461709718646109e-01 3.090686316775916737e-03 -8.525275096543468711e-01 1.532324811776574203e-01 -2.740164342512829698e-01 2.213952965842836129e-01
7.267167872654691774e-01 2.137182075052132101e-03 7.348055966742554901e-01 3.110802956360065978e-03 -8.598670837422764945e-01 1.546684252460964470e-01 -3.333591722768030063e-01 2.176695291350664863e-01
7.263762361650405452e-01 2.143201717151932851e-03 7.358144585661472448e-01 3.122286844735768039e-03 -8.977621575526059106e-01 1.545513785948825214e-01 -2.167525671604749182e-01 2.194613177520573777e-01
7.264891839599693091e-01 2.128765535593169118e-03 7.351808740065942649e-01 3.156443291918938771e-03 -9.044446409453913427e-01 1.549787459248775923e-01 -2.650936123227357610e-01 2.170142595498968097e-01
7.247384052417210620e-01 2.130219370613231546e-03 7.391200195439440179e-01 3.127940852649904735e-03 -1.032062870123281462e+00 1.567522968755347967e-01 -3.259992187423332854e-02 2.132330074117903262e-01
7.245342153620073500e-01 2.127769108788474597e-03 7.388888790580447896e-01 3.084604347524031592e-03 -1.079024197003024987e+00 1.552258660300548099e-01 6.450694536533420342e-02 2.155274577165196825e-01
7.237635835852910260e-01 2.128462233538821764e-03 7.407977182647800252e-01 3.066769703622965453e-03 -1.083590042990005831e+00 1.558110946314420764e-01 5.661628402304333396e-02 2.132047025558540254e-01
7.249205025776545019e-01 2.127469035450138806e-03 7.378300506778469048e-01 3.041081406792971002e-03 -1.007125238591401795e+00 1.538972404822160356e-01 -1.350273382289348678e-01 2.139963021517382880e-01
7.252326364761225719e-01 2.133924207785694183e-03 7.364057781819576265e-01 2.997341012370309359e-03 -1.010413608902438032e+00 1.533947815353179367e-01 -1.629518244418132755e-01 2.148340508410412630e-01
7.275117709485303674e-01 2.189857688987859301e-03 7.310370688489562507e-01 2.871270086285704261e-03 -8.512015306578638585e-01 1.628948487463680594e-01 -5.796485205003406582e-01 1.974829109555008011e-01
7.281364404019035064e-01 2.191651766399357795e-03 7.293936699155890713e-01 2.880079771614702921e-03 -8.366853972913332882e-01 1.623039087260349789e-01 -6.236114766093107109e-01 2.005289054162453788e-01
7.288377515414724561e-01 2.216551252269384834e-03 7.281620254116384361e-01 2.828905527503673169e-03 -7.761296124989206513e-01 1.643997053158806065e-01 -7.279183999972573815e-01 1.972142895893732040e-01
7.291357405425609173e-01 2.217537461992316258e-03 7.279544659853997013e-01 2.822041578615763335e-03 -7.274942878952725955e-01 1.643793443942485333e-01 -7.718867343222518551e-01 1.971942322609444298e-01
7.294644105230663200e-01 2.222208006704360847e-03 7.276715000851402548e-01 2.811402149274369079e-03 -7.161565363362314418e-01 1.645268722283271534e-01 -7.621504711581936764e-01 1.967460687750658133e-01
7.292107758748218593e-01 2.222897682313732144e-03 7.282733252526051304e-01 2.813610627988782746e-03 -7.250383933203911058e-01 1.648449802598535852e-01 -7.323248426819842782e-01 1.961523161399065518e-01
7.286984786907307887e-01 2.212529452921916957e-03 7.288627831305952709e-01 2.835693829194839768e-03 -7.551971798500649591e-01 1.646118986566997011e-01 -7.046678655861781104e-01 1.966111869382674848e-01
7.291637820246974488e-01 2.208595096020192061e-03 7.284259942234475593e-01 2.835232771335228358e-03 -7.105486756227150646e-01 1.642688834137398246e-01 -7.405914806064265443e-01 1.965455043095916121e-01
7.281243169441333762e-01 2.214169106538825711e-03 7.302145251404632553e-01 2.819788156311928834e-03 -7.912381960651292401e-01 1.647746112182014167e-01 -6.249270729203605379e-01 1.951232572865490844e-01
7.277460941522659876e-01 2.211027653458372873e-03 7.304531675625773879e-01 2.828949820385793460e-03 -8.273902735954300480e-01 1.645742305828588603e-01 -5.903474312908680854e-01 1.945058561053255586e-01
7.282867286657954686e-01 2.218478848501504157e-03 7.290166622980129851e-01 2.820393096677675012e-03 -7.746952376034860199e-01 1.658321827479802002e-01 -6.887676368164409313e-01 1.923322065525411295e-01
7.278321643512078998e-01 2.208710687997963301e-03 7.299489839070334440e-01 2.831814990527067692e-03 -8.087544358232938713e-01 1.645912819906053537e-01 -6.217744380319666364e-01 1.933699944709743879e-01
7.285131138309305365e-01 2.188994234666261345e-03 7.285758427762242251e-01 2.884928784522526948e-03 -7.166336497001390970e-01 1.611538786301873749e-01 -7.728258406442375383e-01 1.996585344960165598e-01
7.283177289043183400e-01 2.151179920557355196e-03 7.295313459377783527e-01 3.000089718829404041e-03 -7.350878961032161207e-01 1.542747181181601535e-01 -7.025595534792840047e-01 2.159374272884583001e-01
7.281680980355283994e-01 2.133818825776452426e-03 7.303225916171479648e-01 3.034071501405151937e-03 -7.229891119363333063e-01 1.521958189483343660e-01 -6.925828272325422752e-01 2.212088724726047062e-01
7.281335512852623593e-01 2.152342015271211609e-03 7.303213441863048994e-01 3.039316063186651030e-03 -7.593466908974733087e-01 1.527024932105648103e-01 -6.062365022325346686e-01 2.237491492335196563e-01
7.280128586857986805e-01 2.141272059521230446e-03 7.306938593772779322e-01 3.076097745732160344e-03 -7.705057802432944136e-01 1.516722904140895556e-01 -5.469878609505572920e-01 2.258970970743879592e-01
7.268619870420631734e-01 2.133704495344761892e-03 7.346499937512512846e-01 3.073705382301948705e-03 -8.344969894619372885e-01 1.532957720667253443e-01 -3.592596228435074313e-01 2.198290348280216577e-01
7.262347286424601922e-01 2.137399464473259229e-03 7.366582008992971220e-01 3.075038285830055795e-03 -8.706237093305501107e-01 1.539175862810823470e-01 -2.587337199217167316e-01 2.177178452241618767e-01
7.258455134735419811e-01 2.144007935116915616e-03 7.374766873361054964e-01 3.037297249372275434e-03 -8.991043905952448290e-01 1.529989666437885365e-01 -1.501781357594058897e-01 2.210833469080080715e-01
7.257191078895189884e-01 2.140685327163300167e-03 7.375302793132946233e-01 3.072455697862067157e-03 -9.112365292756384738e-01 1.538252242141508741e-01 -1.622745297765493810e-01 2.186640227593827646e-01
7.263519324141055611e-01 2.122264543312330463e-03 7.367355085430596917e-01 3.146248446277396475e-03 -8.746155360354908037e-01 1.530961573961807098e-01 -2.282029505787482315e-01 2.219575660403401984e-01
7.260995607694891163e-01 2.142665280197423618e-03 7.365475186429840670e-01 3.149004821382348808e-03 -9.169840372577580112e-01 1.550812544746326405e-01 -2.017552664498455384e-01 2.196892987601976044e-01
7.262489625813679517e-01 2.143442585368686426e-03 7.361506019447677795e-01 3.116410914661193587e-03 -9.025652123981284802e-01 1.559916356630541567e-01 -2.433329381431418581e-01 2.153121087916848031e-01
7.245361238417070693e-01 2.117036580455925170e-03 7.404591152336411630e-01 3.189098295634319562e-03 -1.061486733888475031e+00 1.547571522055520288e-01 1.314793499027554213e-01 2.208502331153343046e-01
7.253971361887013858e-01 2.124086158278928015e-03 7.373022181025867816e-01 3.095049850259110405e-03 -9.899505794653679080e-01 1.525752775833152941e-01 -8.635958016321408637e-02 2.200512235606245648e-01
7.245491472663148080e-01 2.137039931307120263e-03 7.382268581161972598e-01 3.016618903051250522e-03 -1.039055519788380622e+00 1.561716998054340499e-01 -7.388440147613570264e-02 2.121164892154637771e-01
7.240189766736266908e-01 2.133053380784786721e-03 7.391895753093645771e-01 3.039255397757256640e-03 -1.059341834657747672e+00 1.562333865274548594e-01 -5.257896278011756769e-02 2.117122695264393728e-01
7.245481025913577122e-01 2.149392295328805217e-03 7.376893431980271476e-01 2.960564116135515865e-03 -1.075902624461816393e+00 1.582060372406608184e-01 -6.837971881325689838e-02 2.068254750223726679e-01
7.254339004249961143e-01 2.160939208416885922e-03 7.351953950939856819e-01 2.927078334111547948e-03 -1.034791664312758597e+00 1.606750363167815665e-01 -2.569103294717722252e-01 2.027696591098843149e-01
7.275383955332304087e-01 2.196154451559100083e-03 7.307072838623359656e-01 2.863542696856597770e-03 -8.522392198752374304e-01 1.631075148160041621e-01 -5.993639115244148163e-01 1.984313985878195241e-01
7.284953939831767533e-01 2.209763726282730576e-03 7.288283967454313172e-01 2.845893319414837409e-03 -8.089634687025272219e-01 1.639545343003340760e-01 -6.605696425613591938e-01 1.982804522473312070e-01
7.292714615369068065e-01 2.229848087125783137e-03 7.272183503050148046e-01 2.796662631118154805e-03 -7.299197178685113974e-01 1.651724003541911734e-01 -8.078067380827469446e-01 1.954321791243670836e-01
7.296892632350520103e-01 2.220895547929349536e-03 7.268429969187426565e-01 2.817062222579364179e-03 -6.946154489088998130e-01 1.647852089655162111e-01 -8.354602636896341084e-01 1.963677501190992658e-01
7.301334224642826998e-01 2.226093394766536903e-03 7.264548297573336644e-01 2.800880598263319910e-03 -6.771861656824963438e-01 1.656895814453043236e-01 -8.281171602352398464e-01 1.942726995066901274e-01
7.299683388599073064e-01 2.230662668938265033e-03 7.268406206641341294e-01 2.795080101142643873e-03 -6.895210228448676038e-01 1.656015877775455780e-01 -7.994514778095337393e-01 1.943575860383048304e-01
7.294388566077850689e-01 2.219055926619271923e-03 7.277377675582791250e-01 2.825191469136196804e-03 -7.214323178127154401e-01 1.651777071650897821e-01 -7.526271277756990674e-01 1.952919661045484923e-01
7.293011184650330936e-01 2.216945745831800079e-03 7.283004765876363029e-01 2.824729862585640718e-03 -7.185973495452411264e-01 1.646699582908610071e-01 -7.220540953972575116e-01 1.959116256791877397e-01
7.289866866808548673e-01 2.213327398931295292e-03 7.285950874734294924e-01 2.817257359191286618e-03 -7.372196934262716939e-01 1.643339090726997076e-01 -7.185842303882498117e-01 1.961437357605724241e-01
7.284777026291441304e-01 2.216829458260582281e-03 7.294580457156861764e-01 2.808711441288564044e-03 -7.751070712013510278e-01 1.648318102327387125e-01 -6.604582844033352051e-01 1.951962354350142703e-01
7.276905551845939124e-01 2.222329521763046715e-03 7.302360439112943746e-01 2.806353324517458191e-03 -8.431503788538819988e-01 1.660932527376777768e-01 -6.002651139570281957e-01 1.922796434320880321e-01
7.277926974304007590e-01 2.210798318357274066e-03 7.299493725588133142e-01 2.827297913365351984e-03 -8.044031875542210219e-01 1.652712505438813650e-01 -6.522299344745609018e-01 1.929319676215720258e-01
7.276617212211714536e-01 2.199787848529530417e-03 7.303664487292865770e-01 2.850136710179308665e-03 -8.177081113287172354e-01 1.641713322020904309e-01 -6.094101019671981367e-01 1.940189441503072099e-01
7.291640655759706879e-01 2.193277961563783879e-03 7.277303347592348759e-01 2.873428177826725053e-03 -6.780975407179495873e-01 1.611949404184596368e-01 -8.160561836697236560e-01 1.993288251272172518e-01
7.279636360411548823e-01 2.198077270573375874e-03 7.299971191485673527e-01 2.873175955667409739e-03 -7.747898967867309361e-01 1.610472850750514773e-01 -6.485539919596122749e-01 1.993366504997376165e-01
7.287061336124111000e-01 2.140813825909017049e-03 7.292470451285055777e-01 3.020357344699475116e-03 -6.854085752202533355e-01 1.523666420123198362e-01 -7.707241614706734634e-01 2.208814470835034627e-01
7.283745319704895138e-01 2.154231946792198836e-03 7.295356441752419707e-01 3.050223951635622644e-03 -7.239985253399426890e-01 1.524580066358580954e-01 -7.095510997673549758e-01 2.256455358738932437e-01
