# This is the data for the Hubble and q0 maps for the following parameters: 
#  768 points, q0f= -0.574, h0f= 0.7304, zup= 0.1, zdown= 0.01
# 
#  h0u h0u_err h0d h0d_err q0u q0u_err q0d q0d_err
7.258099383730663989e-01 2.148724732292476951e-03 7.373953968291682148e-01 3.024277071001636556e-03 -8.977882848508373925e-01 1.538398172075922388e-01 -1.739197076882155191e-01 2.177556482856810305e-01
7.261918225998968968e-01 2.126037554548591835e-03 7.359673772642079115e-01 3.149849612147323421e-03 -9.083907723709827575e-01 1.539893949243001936e-01 -2.360421706901303374e-01 2.197175136169458864e-01
7.252083599373685407e-01 2.133544862085684762e-03 7.387589052132762513e-01 3.142907312761511474e-03 -9.866967492077803881e-01 1.558432095202970935e-01 -7.642227274958807159e-02 2.144819294877649829e-01
7.242344541306627859e-01 2.126524959887737300e-03 7.394117079484370247e-01 3.052556883600724379e-03 -1.066581234800373590e+00 1.546554171115927800e-01 5.287856684853987216e-02 2.170999390416483155e-01
7.246761795137121043e-01 2.144202535172854383e-03 7.377905292681169458e-01 2.974069815685181917e-03 -1.023323435374012602e+00 1.564696953775956134e-01 -1.279665089504551934e-01 2.098824658217206263e-01
7.269589191453286192e-01 2.203380466153510332e-03 7.319251708533918155e-01 2.841142756119560252e-03 -8.812574469765381835e-01 1.637489237848643031e-01 -5.429275156123670731e-01 1.962734368464701118e-01
7.290179407174205428e-01 2.224677866579707723e-03 7.276500541790464904e-01 2.806534210008469667e-03 -7.675760540023480738e-01 1.651462789628907746e-01 -7.530122108931830427e-01 1.953348817498138101e-01
7.300013777704638107e-01 2.217167243532350892e-03 7.266187310214462514e-01 2.819051866596200551e-03 -6.821216960900279291e-01 1.646468797208833212e-01 -8.288178227021515410e-01 1.961779277944507849e-01
7.297488018151249145e-01 2.230872835506035948e-03 7.273253145292950528e-01 2.802634440087737114e-03 -7.028721612662605089e-01 1.657239705580739186e-01 -7.767964245623645292e-01 1.943975040219937112e-01
7.294126319967237926e-01 2.215615780760493789e-03 7.279727889548279762e-01 2.821071849584274975e-03 -7.065964649201335046e-01 1.647918946198384249e-01 -7.532197983422378451e-01 1.953877822960035926e-01
7.280031394052371985e-01 2.215477002912593762e-03 7.299642661504553987e-01 2.811542384576228275e-03 -8.109466850120262693e-01 1.650978471669083680e-01 -6.174427674463076610e-01 1.936638146066707034e-01
7.277675331062571917e-01 2.204191272276933514e-03 7.301570263779620928e-01 2.833585176849484719e-03 -8.090707280694900971e-01 1.645800062846260181e-01 -6.200495348164658527e-01 1.933553030357345326e-01
7.280371708805665198e-01 2.193262702266420873e-03 7.295808429016523711e-01 2.881353073024229584e-03 -7.702298402909746322e-01 1.608044002830303909e-01 -6.766991938902787718e-01 2.001302560932684271e-01
7.278243712188697812e-01 2.127045232551364601e-03 7.305136542547575607e-01 3.085116222102117240e-03 -7.769244630964664555e-01 1.498880677501501779e-01 -5.972093792122251665e-01 2.314299868521006720e-01
7.279001809909038112e-01 2.160773981530915520e-03 7.312339661284742443e-01 2.951104537040432924e-03 -7.382109675186829811e-01 1.514187484520263249e-01 -6.223268047152084037e-01 2.237711985194927033e-01
7.264174135901386720e-01 2.140059473699803486e-03 7.362623679529276544e-01 3.047025765868842384e-03 -8.402649195177595010e-01 1.526782438888189264e-01 -2.945907408760017887e-01 2.218139458967695321e-01
7.269834754881724370e-01 2.159284710205410570e-03 7.351356707524508982e-01 2.989083334202342467e-03 -7.991037581367803622e-01 1.541554508312359129e-01 -3.861358944169052676e-01 2.176551652011079752e-01
7.267787155488998341e-01 2.155352208663060491e-03 7.355416539288270883e-01 3.014328156357388988e-03 -8.257262427244473901e-01 1.541039063975644108e-01 -3.385830282218408871e-01 2.187513910354448032e-01
7.259043302338978876e-01 2.118996342792024527e-03 7.379974130066513371e-01 3.154074262456079639e-03 -8.737653551193821366e-01 1.534558203376141516e-01 -2.548486286794747757e-01 2.215448440142282205e-01
7.249634433183035354e-01 2.129023550689564115e-03 7.390493163937362775e-01 3.141265395843195318e-03 -1.012164542202597994e+00 1.541987952220868208e-01 -5.766596752440717073e-03 2.189674653719404784e-01
7.255057010732393064e-01 2.155008049622933724e-03 7.362988061973925191e-01 2.983644401933751179e-03 -9.530889673621903979e-01 1.544544914155749071e-01 -2.115024998698834813e-01 2.146343836129234184e-01
7.251927883863883428e-01 2.145515580581528348e-03 7.360795176292991293e-01 2.976142359817314162e-03 -9.808048078999858088e-01 1.550127502691988901e-01 -2.407052837199503137e-01 2.113518877649349370e-01
7.247809927164649002e-01 2.184091763063413655e-03 7.364177141317385100e-01 2.875396512134140766e-03 -1.095699574627795769e+00 1.648343748500070427e-01 -1.720615198063949747e-01 1.949924086924509359e-01
7.274742535535307919e-01 2.207436537076963752e-03 7.308494411283623649e-01 2.846950051548007617e-03 -8.457786835045366658e-01 1.642179966094568511e-01 -6.049492435811872904e-01 1.971767900344045255e-01
7.302634438368278413e-01 2.243903472122730017e-03 7.262527590135204880e-01 2.768017052846526854e-03 -6.586265679858189781e-01 1.663246968019435335e-01 -8.659620014525235554e-01 1.935141289302600154e-01
7.313536385221122149e-01 2.243707606787063904e-03 7.251892250691611697e-01 2.769556156018952806e-03 -6.065645716606357096e-01 1.658699871941484438e-01 -8.693990482906787109e-01 1.939840501546963025e-01
7.315752569742918210e-01 2.256523034316498290e-03 7.249004841672803678e-01 2.757750796091958199e-03 -5.692122859267992885e-01 1.670243439110463968e-01 -9.291272567801187598e-01 1.928072381477681230e-01
7.303948689938841721e-01 2.214618420642816381e-03 7.265465398339182590e-01 2.820380535586969242e-03 -6.306499994389868080e-01 1.656512512821888550e-01 -8.494916641965183368e-01 1.940057900490882725e-01
7.294556250366133199e-01 2.205033078841689160e-03 7.281644261556059483e-01 2.837068025373509599e-03 -7.016756859442494498e-01 1.635683200920508285e-01 -7.511184885086568119e-01 1.978000560038903621e-01
7.281027663119560289e-01 2.230380634695385781e-03 7.293396578601535341e-01 2.787096315688515884e-03 -7.856123728406758655e-01 1.683299316700098969e-01 -7.013129900682115725e-01 1.888736971975993606e-01
7.285595893569317694e-01 2.226524126560707785e-03 7.287622373783007035e-01 2.800624399478832214e-03 -7.482607122906442809e-01 1.663407914230570772e-01 -7.214717378170225626e-01 1.914903654429383206e-01
7.287362207060108510e-01 2.210988135642152994e-03 7.286952071286237897e-01 2.829478655262097041e-03 -6.991827498577826150e-01 1.606318732444733388e-01 -7.791042460263618574e-01 1.995551759922736257e-01
7.290768646403786857e-01 2.155236153113028810e-03 7.279689113105988207e-01 2.952034349192945908e-03 -6.284725676330507049e-01 1.526160573959250977e-01 -9.437699399377876830e-01 2.176558384877937957e-01
7.281112140098122687e-01 2.180386961114505560e-03 7.309606115054545494e-01 2.888819203830748222e-03 -6.856027386412839597e-01 1.504612773485404509e-01 -7.612582628692715625e-01 2.265456361736024604e-01
7.265341918176099201e-01 2.175150669279170973e-03 7.341215115708503713e-01 2.914524768999317717e-03 -7.826157217912821373e-01 1.523846103694467824e-01 -5.046984007927003413e-01 2.219413148478026065e-01
7.265512598344127104e-01 2.162169744952447195e-03 7.354961933411157116e-01 2.962313079720503908e-03 -8.122567303397019156e-01 1.534271865207004482e-01 -3.758217871566128521e-01 2.182501657906275316e-01
7.273180945033208555e-01 2.204803872469462533e-03 7.331642245954363979e-01 2.850426904720042894e-03 -7.943261950866588039e-01 1.570675448141568842e-01 -4.797050528250524914e-01 2.078638087891659103e-01
7.264758949826272127e-01 2.182019946088157355e-03 7.354074993816099859e-01 2.912855814434837931e-03 -8.192324217071914605e-01 1.554863783786087916e-01 -3.897406440220349544e-01 2.132120148261025250e-01
7.260943461140700883e-01 2.177738581871745040e-03 7.361890997936192393e-01 2.931540497333155401e-03 -8.584642042030300457e-01 1.561595170797238641e-01 -3.367812174720484775e-01 2.119432477862362163e-01
7.266100521064127182e-01 2.163085385130313846e-03 7.352789547418300264e-01 2.992277123483923391e-03 -8.400825919543087883e-01 1.569195089702675461e-01 -3.775229422986166039e-01 2.117079434308698216e-01
7.258997276920535757e-01 2.157564759750692316e-03 7.356323463960775522e-01 3.021094228560789862e-03 -9.699644105382358994e-01 1.561640772375239294e-01 -1.884557233233938867e-01 2.126708337379519531e-01
7.267756664732298866e-01 2.188320032860300527e-03 7.333708293523371058e-01 2.907102783745130377e-03 -8.775052036693621327e-01 1.572506847626921056e-01 -4.037372058596954694e-01 2.096845302936467259e-01
7.251689393727904775e-01 2.173591692855524147e-03 7.354352311721107371e-01 2.883183545527008649e-03 -9.943319668174347425e-01 1.000000000000000000e+00 -2.517096569802271255e-01 2.079032577277583060e-01
7.254458064836503128e-01 2.206111912130833720e-03 7.342470494622196364e-01 2.813528813837375565e-03 -1.036259808506055924e+00 1.651048625173443807e-01 -3.118511291565739252e-01 1.942632707379416679e-01
7.278860329549029506e-01 2.236713847164308305e-03 7.300267067436386759e-01 2.779560535360819842e-03 -8.083991470262941181e-01 1.674604934136617318e-01 -6.732836622395762527e-01 1.906506279088040212e-01
7.290104586927098618e-01 2.241804305138613614e-03 7.283813254270595783e-01 2.781398651623449240e-03 -7.234128097789507272e-01 1.661866287531533204e-01 -7.753981851318604290e-01 1.942707434566669500e-01
7.313884954175219333e-01 2.246443928597352101e-03 7.254868325316282673e-01 2.761038436296202239e-03 -6.015163678933145297e-01 1.656750943451643088e-01 -8.668708384359542496e-01 1.937002515930217050e-01
7.313962336800929886e-01 2.247488208276531615e-03 7.254361814693272015e-01 2.767302142900847101e-03 -5.708239374473109695e-01 1.653601718929830211e-01 -9.144063426955453266e-01 1.949800276269135213e-01
7.313423271985621810e-01 2.261529514589455652e-03 7.253930876376087911e-01 2.747218465377066366e-03 -5.783218588245481184e-01 1.673189583419888160e-01 -9.164974200643688507e-01 1.924910345004127998e-01
7.315782854642719490e-01 2.269439751531244619e-03 7.254052241066188955e-01 2.743056860869696936e-03 -5.810647999454335855e-01 1.687123198597572926e-01 -8.794960442166047665e-01 1.912176123559879704e-01
7.307710347834301956e-01 2.264186735471211340e-03 7.267128935759769037e-01 2.729746505553626648e-03 -6.158202278494080417e-01 1.686159133640728613e-01 -8.249080993186153066e-01 1.900884242857616979e-01
7.297202247752956339e-01 2.212340288393409987e-03 7.281023636159278389e-01 2.812793470714818750e-03 -7.061033813257842073e-01 1.636145552249826107e-01 -7.219176731699870064e-01 1.965543414003990408e-01
7.290007445344517389e-01 2.237954826109541783e-03 7.281704294734741012e-01 2.778867306493372318e-03 -7.205990812545902680e-01 1.681333430005602092e-01 -7.694228040679796932e-01 1.898884008679643520e-01
7.285898360849839550e-01 2.227385541267863124e-03 7.290694762205842672e-01 2.789472028049237717e-03 -7.159896990955336715e-01 1.648688780163647671e-01 -7.582603419355785634e-01 1.924764338759951121e-01
7.297172467169583676e-01 2.214679479896865949e-03 7.271764651379687416e-01 2.806919336035668643e-03 -6.011342121277872819e-01 1.605473819335899444e-01 -9.354657915367464716e-01 1.989557242261723036e-01
7.296220858621959016e-01 2.169434582656705034e-03 7.271965159791656808e-01 2.919096638183244462e-03 -5.620538940987088727e-01 1.524182886219401789e-01 -1.064034505505003780e+00 2.206569252021851057e-01
7.282110966017111275e-01 2.189525808327064463e-03 7.306350125128838746e-01 2.861248341782765114e-03 -6.758734795980845256e-01 1.512965701208439928e-01 -7.802692474241309517e-01 2.235152724791964196e-01
7.272886400849116750e-01 2.175088021704313628e-03 7.324843822644843128e-01 2.877881751973940250e-03 -7.289927877726507521e-01 1.500394840299505705e-01 -6.370267268340228384e-01 2.264164999435403225e-01
7.271177732467797306e-01 2.199409136313817265e-03 7.332175961444877821e-01 2.840667521709998398e-03 -7.544776267951810445e-01 1.530905805967160693e-01 -5.498834715562745945e-01 2.183185834521037816e-01
7.271379889309101952e-01 2.193908320810931262e-03 7.339023103789539260e-01 2.884597336317064938e-03 -7.640223631422375927e-01 1.538715469932708246e-01 -4.957482660216262493e-01 2.173405537462414494e-01
7.274248231126109188e-01 2.245409082319906827e-03 7.330651498454896497e-01 2.774906202191048787e-03 -7.560648443061604995e-01 1.587111837444481754e-01 -5.107789094196671931e-01 2.058764193138177545e-01
7.273530756981496648e-01 2.224286773387630645e-03 7.337555774339398207e-01 2.817178961436836004e-03 -7.379200838573338750e-01 1.575941877908626776e-01 -5.295414398819774382e-01 2.085132421628362598e-01
7.267584728553925233e-01 2.216031427276650510e-03 7.349502994753783769e-01 2.812263469821223768e-03 -7.859416498599139933e-01 1.569552892856292958e-01 -4.286984623867066135e-01 2.086714617765596247e-01
7.267551636090481271e-01 2.218184498873508256e-03 7.350145478222924744e-01 2.812896249548223291e-03 -8.101466253509094217e-01 1.587242866280422215e-01 -3.972562099667392710e-01 2.044681590702406848e-01
7.256140889549728135e-01 2.177503773385609364e-03 7.368063692636871442e-01 2.905056163308499580e-03 -9.282854067486787653e-01 1.570234209751613652e-01 -2.325943916258508826e-01 2.070164826752901310e-01
7.254539695826331958e-01 2.175447018097353101e-03 7.360283089850510052e-01 2.896082523338981436e-03 -1.007465990407247158e+00 1.560391997162920430e-01 -1.422912995200467656e-01 2.079733738949426092e-01
7.254844175599611811e-01 2.195603089142939522e-03 7.346886192426355100e-01 2.848929182841124664e-03 -9.751630895001049959e-01 1.572867049568291431e-01 -2.859250657141403362e-01 2.061049426808243823e-01
7.246590105128508652e-01 2.208079963879639243e-03 7.355582151499023835e-01 2.815345633012272288e-03 -1.042534616399440672e+00 1.606026058795160527e-01 -2.153475041262881973e-01 2.019387905227929270e-01
7.257885092221547652e-01 2.185501499521507775e-03 7.342860945687615937e-01 2.847722337494703639e-03 -9.630262586350245568e-01 1.585272665624659627e-01 -3.366363821052105187e-01 2.031335398874757336e-01
7.288122217202172015e-01 2.263373372979930742e-03 7.287359619503329666e-01 2.698626350615564769e-03 -7.644969835689943150e-01 1.705685337770659615e-01 -7.004569944113785418e-01 1.841267061074015610e-01
7.286518673584594374e-01 2.238927282005002614e-03 7.293920260359890717e-01 2.787336866386340775e-03 -7.751328255412217594e-01 1.654656265134837323e-01 -6.623207740768957130e-01 1.949190533977379070e-01
7.304678819028324055e-01 2.248376614278648194e-03 7.265556653579692270e-01 2.758175954531820635e-03 -6.420397609494832292e-01 1.660420548092979842e-01 -8.569672692832236427e-01 1.935700655534904890e-01
7.319489905013564224e-01 2.246618047237636685e-03 7.250917106679802826e-01 2.763782616426314724e-03 -5.646385159470718174e-01 1.646447521272982883e-01 -9.158584833386838042e-01 1.955458929334104035e-01
7.322180249977394695e-01 2.264595104221578739e-03 7.250117671536232544e-01 2.735587352635569878e-03 -5.557599200034767373e-01 1.667731952306166221e-01 -8.875616346254973088e-01 1.926658739543902488e-01
7.322383537498351469e-01 2.275489552062085613e-03 7.249056752357947442e-01 2.708460692998869001e-03 -5.596215436345417515e-01 1.674249070487954238e-01 -8.873966863263131888e-01 1.913906094922335765e-01
7.326832146868872409e-01 2.315025773851581842e-03 7.244985911572493498e-01 2.667015541437620443e-03 -5.250322701886649401e-01 1.710079428723021155e-01 -9.243659558187014014e-01 1.879310027904655123e-01
7.320119088433432175e-01 2.294104907823573628e-03 7.255597392949666435e-01 2.699925777948578975e-03 -5.607533568799271118e-01 1.701227704217906089e-01 -8.553405635677859831e-01 1.891829374833103594e-01
7.307044490079429577e-01 2.289837513906463253e-03 7.271050941601147066e-01 2.693086761192933255e-03 -6.385101870879875685e-01 1.700882539407934380e-01 -7.798846287967635682e-01 1.881180428859865195e-01
7.294276793128761094e-01 2.252949580502033779e-03 7.285872133574237131e-01 2.735924719422945517e-03 -7.089948927599332151e-01 1.670080545240075209e-01 -7.204674940393960281e-01 1.914214730625638239e-01
7.300501709704784181e-01 2.234913587089527431e-03 7.268962741650637494e-01 2.755892864770429548e-03 -6.599450813554086359e-01 1.651168531682374596e-01 -8.262228453627573632e-01 1.917880420447375944e-01
7.293977624319977204e-01 2.229836439969545402e-03 7.280467714262689460e-01 2.778100266086772335e-03 -6.449668094066066670e-01 1.621073438770866126e-01 -8.437899367356718194e-01 1.964549200416046970e-01
7.294017424970679064e-01 2.232884068696852978e-03 7.280368376591374036e-01 2.767876243815651539e-03 -6.208699668742453381e-01 1.635508291817251436e-01 -8.729166389363017808e-01 1.933006309779355669e-01
7.296686057076108289e-01 2.192830003239999194e-03 7.276563677722344137e-01 2.843330420050735764e-03 -5.463784565481503153e-01 1.529974740123802857e-01 -1.063613812994412378e+00 2.180923604665381266e-01
7.295682229997716428e-01 2.204266105936191107e-03 7.286695605279165378e-01 2.828051827764702965e-03 -5.190896059627683190e-01 1.525080738723625373e-01 -1.059643379831988197e+00 2.211186275124515654e-01
7.279757197565306370e-01 2.201704229112033673e-03 7.311185771211470286e-01 2.822976273893153427e-03 -6.983602580319030473e-01 1.511830595957806000e-01 -7.059473360324373115e-01 2.233024227543356222e-01
7.274876939558284628e-01 2.225058943982305328e-03 7.322091115189716115e-01 2.776499975565658619e-03 -7.478729110479812592e-01 1.540609443799038358e-01 -5.784706560573604772e-01 2.151475603424289618e-01
7.279804368301876494e-01 2.251546356046066864e-03 7.322134053414447452e-01 2.751682206239898943e-03 -7.118912955992380276e-01 1.555102670444180879e-01 -5.887266763549590110e-01 2.124213836925383792e-01
7.273277038125288696e-01 2.249161900917332878e-03 7.332145953363149449e-01 2.779675014841804549e-03 -7.602572201051974732e-01 1.574282648849859023e-01 -5.082306288065087108e-01 2.095975032811720207e-01
7.270124671755081591e-01 2.238264309510822146e-03 7.328690748057585802e-01 2.740936149146258084e-03 -7.731274436492594493e-01 1.560533473394961901e-01 -5.296396785586060529e-01 2.093180818175554569e-01
7.265150931316418648e-01 2.239705172515417137e-03 7.341244538422688759e-01 2.748169313541883388e-03 -7.918447041215790350e-01 1.584008186612957392e-01 -4.942790447622951722e-01 2.040126282655915779e-01
7.259070026398424247e-01 2.267160943483562379e-03 7.354929907757578045e-01 2.708068514670157727e-03 -8.338187871242914717e-01 1.600725951402102998e-01 -3.890996233934851944e-01 1.000000000000000000e+00
7.256695972227359404e-01 2.253195638990224386e-03 7.357887882907685473e-01 2.724428564699892408e-03 -8.663399609059924122e-01 1.590134395989449556e-01 -3.433217527772693956e-01 2.035041731715772628e-01
7.259715583716680465e-01 2.277328480252406324e-03 7.351888468760996442e-01 2.683391562674872222e-03 -8.825131976890371321e-01 1.619613588623187161e-01 -3.372945933806144048e-01 1.967004783546868751e-01
7.258215196782762391e-01 2.224497952210773098e-03 7.362104432165890167e-01 2.801212478669726225e-03 -9.566554073175932427e-01 1.582347869860288303e-01 -1.298771750780766399e-01 2.057704621583666682e-01
7.259306140874235425e-01 2.211276454773058054e-03 7.344184068296192303e-01 2.802397899756337452e-03 -9.932387733771171900e-01 1.577343101439201145e-01 -2.039736673695285718e-01 2.037002748696211396e-01
7.256323541880725925e-01 2.213387737140109189e-03 7.350189900935342191e-01 2.800483836007691338e-03 -9.771685133086366326e-01 1.581094545434602316e-01 -2.389278411642454802e-01 2.032507745645840136e-01
7.255777631285863505e-01 2.208977104880711310e-03 7.343180353271993033e-01 2.790412227048809802e-03 -9.768647976395536947e-01 1.571817847152328640e-01 -2.869730473479318311e-01 2.053958929251792354e-01
7.257939051621835613e-01 2.234206389735208815e-03 7.340509352490076633e-01 2.729816518046655413e-03 -9.764112294624162081e-01 1.612729181799852363e-01 -3.078809817699288964e-01 1.962971062592622495e-01
7.267062748696155872e-01 2.278073671080416748e-03 7.317189173281751779e-01 2.662812208076877855e-03 -9.750174373426341301e-01 1.695653022104383900e-01 -4.489441207448023330e-01 1.855365480262972377e-01
7.282785212325403323e-01 2.268021150414304982e-03 7.298013641021117159e-01 2.715297762079260570e-03 -7.993386929286070419e-01 1.682480633494781996e-01 -6.348949246366718535e-01 1.892073305089170265e-01
7.293075695789406065e-01 2.241032440887664925e-03 7.280934961490059809e-01 2.781223430841400952e-03 -7.072601166470884326e-01 1.659266166538977683e-01 -7.894977599319903394e-01 1.945990611740286425e-01
7.300064995959976155e-01 2.244042896713457306e-03 7.269714106991902458e-01 2.771510959805209735e-03 -6.441388451215210864e-01 1.651476766447938505e-01 -8.898541325333131358e-01 1.955151932736126918e-01
7.328265951869475936e-01 2.262794157725081957e-03 7.242323057588565538e-01 2.741354193992827978e-03 -5.306032609084706531e-01 1.665876845957749430e-01 -9.244283699554510791e-01 1.932931886398386034e-01
7.327396934059055011e-01 2.291678235874200498e-03 7.246674313992653715e-01 2.686198384217067768e-03 -5.446451471061237726e-01 1.684868452394822635e-01 -8.868613077995454175e-01 1.900576464837763768e-01
7.328176599440605621e-01 2.301622015760859327e-03 7.247544713194061794e-01 2.673971073578125177e-03 -5.407159749847326724e-01 1.687591329722311351e-01 -8.856851170066856183e-01 1.897042790634241860e-01
7.327244889715208709e-01 2.311209235609585060e-03 7.250069662127412995e-01 2.668524135195292270e-03 -5.453950294795141263e-01 1.698296666086838991e-01 -8.673196109002301313e-01 1.889727523306753421e-01
7.329574572209912597e-01 2.323366509938263377e-03 7.248379670352808057e-01 2.654663371719342621e-03 -4.971054865244204923e-01 1.710647743621179773e-01 -9.096477385979173658e-01 1.873619026578401681e-01
7.318606640682399078e-01 2.326879157043317600e-03 7.262619054191956636e-01 2.653954470343319015e-03 -5.865830156958421471e-01 1.718828077120673203e-01 -8.060762846064843945e-01 1.868979769293117599e-01
7.314616327232519311e-01 2.322675695139370285e-03 7.263387769818095974e-01 2.655217197906336798e-03 -5.863393306409437900e-01 1.719605818593813173e-01 -8.348145798998819478e-01 1.867596299244558833e-01
7.312053536832606726e-01 2.252064294524272394e-03 7.258603471649411887e-01 2.714670932674767036e-03 -5.681440177769740973e-01 1.657685239807456523e-01 -9.270604632120477140e-01 1.909093004606789157e-01
7.299419074820898690e-01 2.247945799624121582e-03 7.274322130674441000e-01 2.709043721097668510e-03 -6.798627175815307178e-01 1.659345524713810860e-01 -7.754708348980217103e-01 1.894264826941776114e-01
7.304791394307544872e-01 2.251435983302090774e-03 7.266914700866027310e-01 2.721761964943857082e-03 -5.641968716878873469e-01 1.636915611761401990e-01 -9.484476975901761087e-01 1.929777588815308198e-01
7.296321944744592614e-01 2.260395309516253885e-03 7.279895023167547441e-01 2.717583756061929621e-03 -5.884835676508323177e-01 1.652851383074921410e-01 -8.990406891400107847e-01 1.905276211921859419e-01
7.296740150016971516e-01 2.260771369791961770e-03 7.281889042660151246e-01 2.702501508884075018e-03 -5.558331920726228281e-01 1.638376285621752082e-01 -9.281649680656699486e-01 1.924179286524782262e-01
7.294137197531763706e-01 2.234801119793287071e-03 7.289874753498143400e-01 2.756794469441161636e-03 -5.242600567229618314e-01 1.573219503944399689e-01 -9.811118128788488546e-01 2.056794160295055129e-01
7.285700826628997984e-01 2.230693114917978084e-03 7.299551052089670033e-01 2.766481765637477351e-03 -6.548793363487832586e-01 1.553697330516652930e-01 -7.946594451948409965e-01 2.109422411488330595e-01
