#[SH0ES_CALIB][HEALPIX] This is the data for LCDM distribution with new set of data for each repetition
# 500 repetitions, 1536 points, q0f= -0.574 h0f= 0.678
# 
# delta_h0_lcdm_max            delta_q0_lcdm_max
1.227050781250016431e-02 9.035156250000017097e-01
1.951660156250001332e-02 1.516113281250002665e+00
1.449218750000014211e-02 1.176171875000002087e+00
1.305664062500000444e-02 1.139257812500001688e+00
1.298828125000006661e-02 1.211035156250001910e+00
1.688476562499996447e-02 1.287988281250001199e+00
1.408203125000007105e-02 1.385644531250002309e+00
1.257812500000010658e-02 8.506835937500014655e-01
2.348144531250007105e-02 2.147265625000003286e+00
1.568847656249994227e-02 1.043750000000001510e+00
1.186035156250009326e-02 8.577148437500010658e-01
1.479980468750008438e-02 1.236425781250001910e+00
2.064453125000009770e-02 1.690136718750002709e+00
1.572265625000013323e-02 9.522460937500012434e-01
1.346679687500007550e-02 8.839843750000012657e-01
1.141601562499994227e-02 1.230175781250002487e+00
1.555175781250006661e-02 1.346875000000001821e+00
1.825195312500005329e-02 1.409179687500002665e+00
1.667968750000015099e-02 1.178613281250002087e+00
2.590820312500008438e-02 2.449609375000003642e+00
1.603027343750007550e-02 1.057519531250001643e+00
1.452636718750000000e-02 1.050195312500001643e+00
1.380859375000009770e-02 1.022656250000001155e+00
1.609863281250001332e-02 1.297656250000002176e+00
1.343261718750010658e-02 1.083496093750001998e+00
1.719238281250001776e-02 1.479296875000002842e+00
1.011718750000012434e-02 9.413085937500018652e-01
1.387695312500014655e-02 1.061425781250002309e+00
1.497070312500015099e-02 1.182812500000001821e+00
1.196289062500011102e-02 8.562500000000011768e-01
1.739746093749983125e-02 1.350000000000002531e+00
1.490234374999999112e-02 1.361718750000002309e+00
1.363769531249992006e-02 1.276660156250001954e+00
1.565429687500008438e-02 1.017089843750000888e+00
1.760253906250008882e-02 1.435156250000002132e+00
1.168945312499991562e-02 1.181933593750001732e+00
1.503906250000008882e-02 1.183691406250001910e+00
1.186035156249998224e-02 9.022460937500017542e-01
1.859374999999996447e-02 1.418066406250001910e+00
1.408203125000007105e-02 9.952148437500014655e-01
1.726074218750017764e-02 1.053613281250001421e+00
1.996093750000005329e-02 2.072070312500002398e+00
1.421875000000016875e-02 1.246777343750001821e+00
1.271484375000009326e-02 1.188769531250002176e+00
1.626953124999996891e-02 1.516601562500002665e+00
1.681640625000013767e-02 1.441210937500001954e+00
2.508789062500027534e-02 1.889453125000002842e+00
1.298828125000017764e-02 1.166699218750002487e+00
1.425292968749991562e-02 1.339746093750002087e+00
1.524414062500001332e-02 1.248828125000001954e+00
1.233886718749999112e-02 1.192480468750001688e+00
1.500488281250000888e-02 1.451855468750002043e+00
1.374023437500015987e-02 1.024902343750001554e+00
1.626953125000007994e-02 1.493261718750002354e+00
1.637207031249998668e-02 1.369238281250002132e+00
1.606445312500004441e-02 1.282617187500002087e+00
2.043945312500006217e-02 1.403710937500002309e+00
1.254394531250002665e-02 9.647460937500015321e-01
2.741210937500004885e-02 1.832812500000002398e+00
2.365234375000013767e-02 1.583300781250002398e+00
2.146484375000001776e-02 1.790527343750002442e+00
1.401367187500013323e-02 1.313378906250001865e+00
2.259277343749999112e-02 1.715039062500002043e+00
1.681640625000013767e-02 1.236523437500001599e+00
1.168945312500002665e-02 8.576171875000012657e-01
1.722656249999998668e-02 1.268359375000001954e+00
1.469726562500006661e-02 1.092675781250001421e+00
1.432128906250018652e-02 1.037109375000001554e+00
1.592773437499994671e-02 1.531738281250002442e+00
1.291992187500001776e-02 1.320898437500001688e+00
1.346679687500007550e-02 9.010742187500013767e-01
1.722656249999998668e-02 1.383691406250002531e+00
1.551757812500009770e-02 1.316308593750002087e+00
1.767089843750013767e-02 1.731054687500002576e+00
1.319335937500010214e-02 9.437500000000015321e-01
1.743164062500013323e-02 1.056054687500000977e+00
1.213378906249995559e-02 1.128906250000001332e+00
2.064453125000020872e-02 1.673437500000002354e+00
9.194335937500186517e-03 1.023632812500000933e+00
1.671386718750011990e-02 1.381250000000002309e+00
1.271484375000009326e-02 8.875976562500014211e-01
1.886718749999993783e-02 1.378906250000001998e+00
1.664550781250007105e-02 1.128808593750001865e+00
1.298828125000006661e-02 1.031933593750001155e+00
2.091796875000007105e-02 1.502636718750002931e+00
2.009765625000003997e-02 1.732812500000002309e+00
1.339843750000002665e-02 9.639648437500014655e-01
1.620117187500014211e-02 1.258496093750001821e+00
1.052734375000019540e-02 9.357421875000013767e-01
1.343261718750010658e-02 8.891601562500017764e-01
2.341308593750002220e-02 2.005664062500002842e+00
9.160156249999995559e-03 7.869140625000017319e-01
1.418457031250019984e-02 1.237890625000001688e+00
1.726074218750006661e-02 1.282910156250001599e+00
1.599609374999999556e-02 1.509960937500002487e+00
8.920898437500102141e-03 8.270507812500008660e-01
1.442382812500009326e-02 1.133984375000001599e+00
1.876464843750014211e-02 1.558496093750002531e+00
1.466308593750009770e-02 1.198242187500002220e+00
1.961914062500003109e-02 1.390039062500001865e+00
1.175781249999996447e-02 1.145996093750001776e+00
1.428710937499999556e-02 1.193066406250002043e+00
1.428710937500010658e-02 8.428710937500014655e-01
1.312500000000005329e-02 1.410449218750002620e+00
2.057617187500004885e-02 1.422949218750002354e+00
1.852539062499991562e-02 1.153515625000002265e+00
9.912109375000088818e-03 1.018261718750001599e+00
1.883300781250007994e-02 1.545410156250002442e+00
2.242187500000003553e-02 1.662011718750001865e+00
9.912109375000088818e-03 1.116796875000002132e+00
1.134765625000011546e-02 1.009667968750001643e+00
1.760253906250008882e-02 1.332714843750001821e+00
2.081542968749994227e-02 1.634863281250003020e+00
2.149902343750009770e-02 1.566699218750002398e+00
1.326171875000003997e-02 1.126562500000001910e+00
1.852539062499991562e-02 1.447070312500002620e+00
1.685058593750010658e-02 1.423242187500002309e+00
1.681640625000002665e-02 1.618164062500002665e+00
1.209960937499998668e-02 8.872070312500014433e-01
1.141601562499994227e-02 9.306640625000008882e-01
9.843750000000039968e-03 9.471679687500015321e-01
1.281738281250011102e-02 1.273632812500002487e+00
1.558593750000003553e-02 1.844042968750002176e+00
1.893554687499998668e-02 1.205957031250002309e+00
1.090332031250007550e-02 8.460937500000013101e-01
1.452636718750000000e-02 1.121191406250001688e+00
1.606445312500004441e-02 1.515527343750002753e+00
1.093750000000004441e-02 1.168457031250001776e+00
1.408203125000018208e-02 1.050195312500001643e+00
1.979003906250009770e-02 1.301953125000002043e+00
1.907226562500008438e-02 1.268164062500002132e+00
1.835449218750007105e-02 1.948437500000002709e+00
2.016601562500008882e-02 1.840820312500003109e+00
1.374023437500004885e-02 1.179687500000001776e+00
2.013183593750000888e-02 1.625683593750002487e+00
1.127929687500006661e-02 7.969726562500016875e-01
1.637207031250009770e-02 1.247949218750002087e+00
1.442382812500009326e-02 1.491699218750002220e+00
1.538085937500000000e-02 1.059960937500001643e+00
1.384277343749995559e-02 9.295898437500014211e-01
1.726074218750017764e-02 1.334082031250001243e+00
1.186035156249998224e-02 1.350390625000002176e+00
1.182617187500001332e-02 8.856445312500008660e-01
1.572265624999991118e-02 1.401074218750002043e+00
1.705566406250014211e-02 1.518066406250001332e+00
1.592773437500005773e-02 1.246679687500002132e+00
1.418457031250008882e-02 1.343554687500001954e+00
1.562011718750000444e-02 1.393750000000002487e+00
1.705566406249992006e-02 1.471582031250002531e+00
1.500488281250000888e-02 1.152832031250002220e+00
1.907226562500008438e-02 1.648632812500002265e+00
1.609863281250012434e-02 1.403613281250001954e+00
1.941406250000010658e-02 1.391699218750002132e+00
1.770507812500010658e-02 1.407226562500001776e+00
1.257812500000010658e-02 1.273046875000001910e+00
1.203124999999993783e-02 1.224414062500002398e+00
1.090332031250007550e-02 1.207910156250001865e+00
1.062988281250010214e-02 9.697265625000008882e-01
1.777343750000015543e-02 1.865527343750003064e+00
1.227050781250016431e-02 1.076367187500001377e+00
1.688476562500007550e-02 1.372460937500001865e+00
1.244140625000011990e-02 9.926757812500012212e-01
1.162109374999997780e-02 8.511718750000016875e-01
1.500488281250011990e-02 1.046582031250001821e+00
1.114257812500007994e-02 1.322558593750001954e+00
1.517578125000007550e-02 1.164941406250002309e+00
1.674804687499997780e-02 1.743164062500002665e+00
1.879882812500000000e-02 1.285742187500002132e+00
1.343261718750010658e-02 1.067675781250001954e+00
1.274902343749995115e-02 8.221679687500014211e-01
1.261230468749996447e-02 1.070996093750001821e+00
1.497070312500015099e-02 1.434960937500002087e+00
1.250976562500005773e-02 1.108007812500002132e+00
1.773925781249996447e-02 1.335449218750002665e+00
1.227050781249994227e-02 1.016992187500002087e+00
1.227050781249994227e-02 1.146289062500001732e+00
1.705566406250014211e-02 1.107421875000001554e+00
2.023437500000002665e-02 1.620800781250002709e+00
1.230468750000013323e-02 1.124316406250001732e+00
9.843750000000150990e-03 1.014453125000001288e+00
1.640624999999995559e-02 1.054687500000001776e+00
1.770507812500010658e-02 1.349609375000001998e+00
1.996093749999983125e-02 1.540332031250002620e+00
1.606445312500004441e-02 1.685644531250003020e+00
1.209960937500009770e-02 1.137500000000001954e+00
1.541503906250007994e-02 1.215234375000001643e+00
1.544921875000004885e-02 1.038378906250001954e+00
1.114257812500007994e-02 7.485351562500012212e-01
1.162109375000008882e-02 1.081835937500002176e+00
1.274902343750006217e-02 1.077246093750001688e+00
1.859375000000018652e-02 1.404101562500001954e+00
1.370605468750007994e-02 1.004687500000001288e+00
1.541503906250007994e-02 1.191210937500002176e+00
1.080078124999994671e-02 1.289843750000002398e+00
1.626953124999985789e-02 1.567871093750002887e+00
1.603027343750007550e-02 1.101074218750002220e+00
1.804687500000001776e-02 1.396191406250002487e+00
2.136230468750000000e-02 1.518359375000002176e+00
1.380859375000009770e-02 1.206542968750001776e+00
1.671386718750011990e-02 1.017089843750000888e+00
1.955078125000009326e-02 1.615332031250001688e+00
1.931152343749997780e-02 1.364062500000002620e+00
1.244140625000000888e-02 1.122558593750001998e+00
1.534667968750014211e-02 1.209472656250001776e+00
1.196289062500000000e-02 1.193164062500001066e+00
1.288574218750004885e-02 1.095507812500001954e+00
1.377441406250023981e-02 1.130175781250001732e+00
1.562011718750000444e-02 1.353417968750002309e+00
1.274902343750006217e-02 8.413085937500015543e-01
1.042480468750006661e-02 9.583984375000014211e-01
2.091796874999984901e-02 1.352441406250002753e+00
1.462890625000012879e-02 1.283496093750001954e+00
1.257812499999999556e-02 1.057910156250001732e+00
1.415039062499989786e-02 8.306640625000016875e-01
1.121093750000001776e-02 1.012695312500002220e+00
1.493652343749996003e-02 1.123339843750002398e+00
1.473144531250003553e-02 1.106835937500001865e+00
1.247558593749997780e-02 9.676757812500016431e-01
1.268066406250012434e-02 6.941406250000010658e-01
1.654296874999994227e-02 1.247265625000002043e+00
1.538085937500011102e-02 1.228515625000001998e+00
2.078124999999997335e-02 1.629199218750002176e+00
1.425292968749991562e-02 1.442382812500002220e+00
1.216796875000003553e-02 1.274121093750002043e+00
1.134765625000000444e-02 1.192773437500001421e+00
1.510742187500002665e-02 1.138378906250001155e+00
1.760253906250008882e-02 1.189160156250001821e+00
1.264648437499993339e-02 1.053222656250001332e+00
1.695312500000001332e-02 1.277343750000002220e+00
1.541503906250007994e-02 1.422949218750002576e+00
1.230468749999991118e-02 8.746093750000016875e-01
2.081542968750027534e-02 1.327050781250002087e+00
1.401367187500002220e-02 1.429199218750002220e+00
1.582519531250003997e-02 1.088964843750001243e+00
1.456054687500007994e-02 1.057226562500001243e+00
1.411621093749992895e-02 1.025292968750001421e+00
2.789062500000005773e-02 2.056250000000003020e+00
1.568847656249994227e-02 1.163476562500002309e+00
1.667968750000003997e-02 1.241894531250001821e+00
1.982421875000006661e-02 8.998046875000014211e-01
1.633789062500001776e-02 1.077246093750001910e+00
1.066406250000007105e-02 9.558593750000017319e-01
9.843749999999928946e-03 1.227148437500001688e+00
1.076660156250008882e-02 1.067871093750001554e+00
1.719238281249990674e-02 1.331152343750002576e+00
1.353515625000001332e-02 1.148144531250001821e+00
1.647460937500000444e-02 1.292773437500001954e+00
1.558593750000014655e-02 1.249023437500002220e+00
1.452636718749988898e-02 1.072753906250002442e+00
1.507324218750005773e-02 1.312500000000001776e+00
1.907226562499997335e-02 1.664746093750002709e+00
1.715820312500015987e-02 1.280664062500002087e+00
1.428710937500010658e-02 1.002929687500001332e+00
9.399414062500222045e-03 6.820312500000011990e-01
1.004882812499996447e-02 9.065429687500018430e-01
2.344726562499999112e-02 1.744433593750002620e+00
1.955078125000009326e-02 1.752441406250002442e+00
1.753417968750003997e-02 1.515722656250002132e+00
1.213378906249995559e-02 1.110253906250002087e+00
2.631835937500004441e-02 2.340332031250003109e+00
2.084960937499991118e-02 1.672753906250002753e+00
1.333007812500008882e-02 1.058593750000001332e+00
1.250976562499994671e-02 8.703125000000018208e-01
1.278320312500003109e-02 1.168066406250002132e+00
1.565429687500008438e-02 1.330371093750001732e+00
1.250976562500016875e-02 1.174218750000001643e+00
1.743164062500002220e-02 1.799511718750002487e+00
1.931152343750008882e-02 1.385839843750003020e+00
1.671386718750000888e-02 1.563183593750002487e+00
1.873046875000006217e-02 1.410351562500002265e+00
7.827148437499875655e-03 8.480468750000014211e-01
1.045898437500003553e-02 8.461914062500014433e-01
2.313964843750004885e-02 1.791894531250002753e+00
1.626953125000007994e-02 1.506250000000001865e+00
1.866210937500001332e-02 1.552929687500002265e+00
1.579101562500018208e-02 1.185449218750002087e+00
2.221679687500000000e-02 1.955761718750003375e+00
1.667968750000015099e-02 1.607714843750002398e+00
1.743164062500002220e-02 1.270019531250001776e+00
1.961914062500014211e-02 1.284375000000001821e+00
1.644042968749992450e-02 1.572363281250003020e+00
1.585937500000011990e-02 9.713867187500010436e-01
1.722656250000009770e-02 1.344238281250001998e+00
2.043945312500006217e-02 1.625683593750003153e+00
1.773925781249974243e-02 1.264843750000002043e+00
1.890136718750001776e-02 1.652539062500002931e+00
1.377441406250001776e-02 1.007226562500001421e+00
1.360351562500006217e-02 1.132226562500001421e+00
1.541503906250007994e-02 1.105468750000001554e+00
1.811523437499995559e-02 1.604785156250002176e+00
1.616699218749995115e-02 1.646289062500002398e+00
1.326171874999992895e-02 1.106152343750001599e+00
1.449218750000014211e-02 1.116113281250001643e+00
1.298828125000006661e-02 8.541992187500014877e-01
1.428710937500010658e-02 1.158300781250001688e+00
1.356933593750009326e-02 1.006542968750001599e+00
1.931152343750008882e-02 1.377148437500002043e+00
1.640625000000017764e-02 1.535839843750002487e+00
1.302246093750003553e-02 1.129785156250001865e+00
1.380859375000009770e-02 8.138671875000008660e-01
1.380859374999998668e-02 9.816406250000019318e-01
1.702148437499995115e-02 1.501269531250002176e+00
1.456054687500007994e-02 1.191503906250001688e+00
1.544921875000015987e-02 1.125390625000001643e+00
1.524414062500001332e-02 1.408105468750002531e+00
1.609863281250001332e-02 1.335058593750001688e+00
1.510742187500002665e-02 1.366015625000001954e+00
1.497070312500015099e-02 9.337890625000019318e-01
1.326171875000003997e-02 1.118457031250001732e+00
1.773925781250007550e-02 1.154003906250001599e+00
1.271484375000009326e-02 9.705078125000013989e-01
1.657714843749991118e-02 1.198828125000001910e+00
1.182617187499990230e-02 1.048535156250001377e+00
1.428710937500010658e-02 1.483593750000002487e+00
1.777343750000015543e-02 1.059375000000001732e+00
1.592773437500005773e-02 1.276464843750001688e+00
1.811523437500006661e-02 1.292578125000001910e+00
1.374023437500004885e-02 1.616894531250002487e+00
1.350097656250015543e-02 1.188476562500002220e+00
1.548339843750012879e-02 1.062304687500001510e+00
1.507324218750005773e-02 1.291406250000002309e+00
1.886718750000004885e-02 1.411132812500001998e+00
1.295410156249998668e-02 1.008496093750001599e+00
1.138183593749997335e-02 1.157910156250001821e+00
1.975585937500012879e-02 1.478515625000002220e+00
1.562011718750011546e-02 1.023632812500002043e+00
1.278320312500003109e-02 8.854492187500017097e-01
1.418457031249997780e-02 1.251562500000002354e+00
1.346679687500007550e-02 9.735351562500014211e-01
1.825195312500005329e-02 1.459765625000002176e+00
1.326171875000003997e-02 8.577148437500010658e-01
1.124511718750009770e-02 9.405273437500016875e-01
1.250976562500005773e-02 1.299023437500002043e+00
1.671386718750011990e-02 1.138964843750001954e+00
2.392578124999988898e-02 2.239062500000003286e+00
1.442382812500009326e-02 1.162597656250001998e+00
1.941406249999988454e-02 1.484570312500002265e+00
1.339843750000002665e-02 9.408203125000010880e-01
