# This is the data for the Hubble and q0 maps for the following parameters: 
#  3072 points, q0f= -0.574, h0f= 0.7304, zup= 0.1, zdown= 0
#
#  h0 h0_err q0 q0_err
7.266242565605743886e-01 2.406740795253129502e-03 -9.672428546915600167e-01 1.733443869712440188e-01
7.269727959028871034e-01 2.396848256086704394e-03 -9.328299061236177137e-01 1.724826691939580492e-01
7.270381201019898709e-01 2.402266969525508177e-03 -9.342426527635717681e-01 1.741020912270468957e-01
7.272574975811090248e-01 2.396324826563310008e-03 -9.061223772542551513e-01 1.733747073886938994e-01
7.272615685994231471e-01 2.404468183518732646e-03 -9.011041016231026157e-01 1.736357855257058269e-01
7.270035599084929689e-01 2.408258703076731309e-03 -9.105416440250866383e-01 1.766045410013489525e-01
7.263383981887530094e-01 2.397378107082718049e-03 -9.656063376705293910e-01 1.754993339359286197e-01
7.261492014849560972e-01 2.413814343298757714e-03 -9.901460061272103763e-01 1.780447145700954359e-01
7.284762254214511845e-01 2.439475028434795294e-03 -8.562469331453574917e-01 1.783035055588716999e-01
7.283493955094005878e-01 2.443000100940737832e-03 -8.692390953545174881e-01 1.789261389266281477e-01
7.285673860532279056e-01 2.438704297373554472e-03 -8.595202060197881799e-01 1.788799733546136972e-01
7.281432255694562095e-01 2.449372547709720033e-03 -9.061374017073183795e-01 1.794030770272968256e-01
7.276990169940416031e-01 2.424523064971609732e-03 -9.277951709643991185e-01 1.778232127875930269e-01
7.284681131284489464e-01 2.427260163003480600e-03 -8.943920051988170083e-01 1.768611383350254807e-01
7.279458292424046961e-01 2.422038877828770666e-03 -9.090801472999968658e-01 1.736674837508685454e-01
7.273104159898153842e-01 2.410875624557334927e-03 -9.186255603900547184e-01 1.726819649211169538e-01
7.272979362574509832e-01 2.401422721956100650e-03 -9.140189508533110851e-01 1.720657137736241460e-01
7.265486314572353610e-01 2.399689192268179665e-03 -9.541893865694236476e-01 1.723858316155558179e-01
7.268414731212488045e-01 2.396499360211973382e-03 -9.433703965879255415e-01 1.725511936540586044e-01
7.259691131091206007e-01 2.383943278957475521e-03 -9.950798360416709398e-01 1.713779645606767488e-01
7.267483398510184989e-01 2.370519024648275359e-03 -9.614186476938741954e-01 1.718802199586349500e-01
7.266041908309851527e-01 2.392353576010348634e-03 -9.531478053713663412e-01 1.724539854187462640e-01
7.267479122974914718e-01 2.388098541323436987e-03 -9.385350880970851906e-01 1.719808050937672583e-01
7.269209536303580244e-01 2.387960378227105187e-03 -8.984963618897127136e-01 1.724286363802404187e-01
7.262230107578907523e-01 2.392677088922113334e-03 -9.692768129348421358e-01 1.750796033098566962e-01
7.263016001399135169e-01 2.391271755164786975e-03 -9.703888714892316969e-01 1.752711454575883177e-01
7.263679727195614388e-01 2.410004046468371564e-03 -9.613915861909536620e-01 1.764080773558259485e-01
7.282589642224743809e-01 2.414748121684277219e-03 -8.749551989640218519e-01 1.761800549401937588e-01
7.283263924302024739e-01 2.431488982815082234e-03 -8.789806102643956676e-01 1.780590052058058925e-01
7.286419936565098343e-01 2.436940339151563457e-03 -8.550025045922562406e-01 1.788676090036865618e-01
7.283167257138717376e-01 2.457976073130972803e-03 -8.791122014714564115e-01 1.797414881137529286e-01
7.279218838980476836e-01 2.462531709939198583e-03 -9.058302145152816731e-01 1.792068661319675404e-01
7.275790429741308962e-01 2.449519380145333877e-03 -9.390619209056992878e-01 1.784306005410863927e-01
7.276133018800936547e-01 2.455769042667436865e-03 -9.511149883813815320e-01 1.785902153878547172e-01
7.270211998946217724e-01 2.445609631823208400e-03 -9.877664462241767529e-01 1.783141571155416050e-01
7.266965609761777412e-01 2.416088416673698412e-03 -9.696730230837158349e-01 1.736300866026393996e-01
7.270169724419052182e-01 2.407366422148365503e-03 -9.347371880241708286e-01 1.726118479192589872e-01
7.274735042488237324e-01 2.406773875329163391e-03 -9.019599182105163537e-01 1.723429293583050581e-01
7.267932169724287128e-01 2.393446951086849062e-03 -9.437618853613960468e-01 1.719617883642451661e-01
7.269585354591127091e-01 2.392914436962980881e-03 -9.584352866921165282e-01 1.715464451345631303e-01
7.264231849704001487e-01 2.388151671684083602e-03 -9.765632378443381834e-01 1.714021716633386538e-01
7.261933924328863865e-01 2.381803844880153731e-03 -9.855576164024755226e-01 1.712426386533785205e-01
7.266721839380688719e-01 2.379407806598511123e-03 -9.537214107201004154e-01 1.717635204364907353e-01
7.265617908083265020e-01 2.378079427550366595e-03 -9.558108228035311349e-01 1.714807543425922731e-01
7.264823805503267673e-01 2.377619476794017982e-03 -9.585282400487518117e-01 1.714624784397485169e-01
7.258628976219035911e-01 2.364321185073789584e-03 -9.890993658590871984e-01 1.000000000000000000e+00
7.262662283589953471e-01 2.388646710641160846e-03 -9.600033135918382143e-01 1.746195195465973238e-01
7.261738005069765522e-01 2.390172811531916190e-03 -9.667211807471054463e-01 1.747491552526855008e-01
7.269687605667106700e-01 2.384336151547118091e-03 -9.201149709879452576e-01 1.747154983049010180e-01
7.271569374954903742e-01 2.387865165589893226e-03 -9.162277355526176059e-01 1.741897298301774144e-01
7.271343526230732435e-01 2.393613966951000770e-03 -9.258495017829095897e-01 1.765617533338501854e-01
7.278873607591584971e-01 2.393983078922723527e-03 -8.859150778463616982e-01 1.759053922984748775e-01
7.286149584603149876e-01 2.408451331811350786e-03 -8.432970339128325055e-01 1.768818664220667136e-01
7.282672178702894739e-01 2.448423991305412675e-03 -8.399340457497059820e-01 1.800016328027082280e-01
7.283216355764678962e-01 2.471268968754399172e-03 -8.667092610184699009e-01 1.809242170709317588e-01
7.280153380093319360e-01 2.464781598601575949e-03 -8.884154453638747340e-01 1.799805568068800765e-01
7.273291174572141804e-01 2.456087526138588453e-03 -9.294669014553499364e-01 1.784976155557591870e-01
7.277116852807794523e-01 2.452435659929172278e-03 -9.485858458642464353e-01 1.783404573357292577e-01
7.273327558574897989e-01 2.450494333481536766e-03 -9.462496568524504381e-01 1.770968676244916717e-01
7.270874132958811131e-01 2.425886135803373249e-03 -9.529163750809689359e-01 1.737154696706556534e-01
7.267563499619453804e-01 2.412109267959065047e-03 -9.701320550372357632e-01 1.729998318165306692e-01
7.269998460669208074e-01 2.414193163488091362e-03 -9.406011042616115869e-01 1.728844022543490344e-01
7.278825835230872121e-01 2.424960983859918758e-03 -8.609053657359476697e-01 1.748803511353603513e-01
7.276083868798152166e-01 2.421913053143705946e-03 -8.808370874273504514e-01 1.746783834703920790e-01
7.271311061776234430e-01 2.394298848181405318e-03 -9.163969639901430320e-01 1.725729405788233584e-01
7.274812672111419243e-01 2.398318277918341530e-03 -8.904012441155384483e-01 1.729149131819484597e-01
7.266446382344473598e-01 2.372981295022463626e-03 -9.519525417598015959e-01 1.702128518464370299e-01
7.262771922734428953e-01 2.369227332212407115e-03 -9.665659513570253880e-01 1.688743584349719218e-01
7.269994084095280362e-01 2.365146638330313782e-03 -9.234658736932831458e-01 1.696370462650851618e-01
7.265339665712796657e-01 2.370209361620444818e-03 -9.606183774758293437e-01 1.711467170901210533e-01
7.262612418434574169e-01 2.369617559936554232e-03 -9.664259224134058579e-01 1.711763526663339086e-01
7.258121406605366754e-01 2.362050679215734524e-03 -9.918233456299240247e-01 1.701872772565812264e-01
7.261693294508796415e-01 2.369154331371494098e-03 -9.566402978468434570e-01 1.712410186200906681e-01
7.261833418895506931e-01 2.393222287253503940e-03 -9.651740913573337854e-01 1.748375848527969623e-01
7.267565878130810564e-01 2.381926702818689453e-03 -9.278365979728534496e-01 1.738547814959495452e-01
7.269807505150959193e-01 2.388377357175283829e-03 -9.288200208714781914e-01 1.740827580094953531e-01
7.265376691225519101e-01 2.373282351481697042e-03 -9.188502428255536092e-01 1.739100976591238523e-01
7.272496191557101808e-01 2.374517317984300383e-03 -9.002696021858135333e-01 1.741626585892034063e-01
7.277156344225396145e-01 2.389212904778097862e-03 -8.925069083571470774e-01 1.758840829370884873e-01
7.281681634120104052e-01 2.410147725646328253e-03 -8.666792187486588306e-01 1.769474696303105776e-01
7.286935776425044198e-01 2.433246601771928749e-03 -8.253958109203350935e-01 1.782942604276315790e-01
7.287146952358777297e-01 2.457371149678642171e-03 -8.271863804605260606e-01 1.801988512931787800e-01
7.279993878545513164e-01 2.459211620332735909e-03 -8.548654657997168949e-01 1.807767036835345176e-01
7.278755354818753354e-01 2.462996922282538817e-03 -9.052433770320349460e-01 1.791698388372021666e-01
7.277578251910732376e-01 2.467773354669537591e-03 -9.135951330458498276e-01 1.785956133452995254e-01
7.281989553938948978e-01 2.454772207740309360e-03 -8.812900536455694489e-01 1.770473711719425525e-01
7.273685987065453551e-01 2.451069797444093128e-03 -9.475862841088945610e-01 1.773152525090678777e-01
7.272332759933811674e-01 2.454189106710935511e-03 -9.459988803827266146e-01 1.766705274567607897e-01
7.273698225486366908e-01 2.421490391122543308e-03 -9.435648583117723920e-01 1.735166198244554037e-01
7.273817803305109297e-01 2.428844604332123288e-03 -8.856825663065241994e-01 1.742093838348794665e-01
7.272063835897741857e-01 2.440996741365056549e-03 -9.196327590962058984e-01 1.765656152027166026e-01
7.276931522846985523e-01 2.424670226655808135e-03 -8.637753925796343157e-01 1.748911378608197786e-01
7.273613855587260923e-01 2.422600931252240266e-03 -8.877762155283684953e-01 1.745559251236079301e-01
7.276231964211078429e-01 2.392156810609135254e-03 -8.768500410557409364e-01 1.714290657539790375e-01
7.279660958193490128e-01 2.397560860414245897e-03 -8.535871318424341769e-01 1.717674608666414915e-01
7.275530113558462686e-01 2.394536629072845958e-03 -8.829374055458283355e-01 1.724855781418003775e-01
7.267308280568125500e-01 2.378454939267223792e-03 -9.447558050074387204e-01 1.690817162918674954e-01
7.264259577001432877e-01 2.360198303132175161e-03 -9.463744230239641286e-01 1.682459371050408492e-01
7.273321062327278153e-01 2.361758698351738243e-03 -9.049920315058314069e-01 1.694336497448145351e-01
7.266398400519902268e-01 2.364753459261384819e-03 -9.481699627447071066e-01 1.702391282500213820e-01
7.264326639401063046e-01 2.356393852257530203e-03 -9.603759485037218768e-01 1.707517273029544036e-01
7.259393545713346274e-01 2.357891452044485157e-03 -9.887877159861286902e-01 1.701238822712838605e-01
7.260135347518683613e-01 2.357762686821902095e-03 -9.840624684926096988e-01 1.701384128149453501e-01
7.260810748456620889e-01 2.379347865316478600e-03 -9.767763139200685840e-01 1.743755646155824013e-01
7.263830727049416236e-01 2.365663471189843707e-03 -9.530673811656035221e-01 1.732660426748152405e-01
7.267627122962472264e-01 2.394235045646998534e-03 -9.308820251609299934e-01 1.746571554817143157e-01
7.264816267958535967e-01 2.375718188123828768e-03 -9.170901349869180486e-01 1.736926619856537235e-01
7.274460512227974851e-01 2.382363009575045806e-03 -8.772646696383236131e-01 1.739463583682295533e-01
7.269132550887584809e-01 2.370308958205727227e-03 -9.182016441467549805e-01 1.741486390038245458e-01
7.274707135702116467e-01 2.391842813440658074e-03 -9.079054278874953976e-01 1.758307299662913714e-01
7.279478155260403760e-01 2.405676355146068625e-03 -8.779554989454290137e-01 1.768299053582931268e-01
