# This is the data for the dw statistics for the following parameters: 
#  3072 points, q0f= -0.574, h0f= 0.678, zup= 0.1, zdown= 0.0
#  dw_up dw_down
9.253531295541976842e-01 9.155643724857756016e-01
9.261248507869068725e-01 8.884223251563242441e-01
8.945104820291990277e-01 8.726386329104048878e-01
9.044180095663907348e-01 8.649236917172412609e-01
9.296089266277719476e-01 8.742868040783624561e-01
9.188826224779255147e-01 8.799696275787970423e-01
9.229315042300676453e-01 9.719676261556894348e-01
9.084354670783563179e-01 9.531304445151217442e-01
9.968210815397245961e-01 7.195335070246701159e-01
9.997027461201346554e-01 6.948178860374709664e-01
1.008021742295963197e+00 6.911016023516065587e-01
1.010742098343546669e+00 6.885188915644999685e-01
1.010496603188650200e+00 6.508794491120182268e-01
9.850093275796247827e-01 6.977951184154735920e-01
9.795628027019779305e-01 7.283318090746555562e-01
9.619940699832763009e-01 7.306712636270840111e-01
9.690672056933182787e-01 7.461128469814727326e-01
9.734699896712595280e-01 8.047323933038077470e-01
9.029281194757958762e-01 8.614409952934385384e-01
9.083494000356273634e-01 8.531571510287396798e-01
8.906180309816043028e-01 8.950235187590214192e-01
9.196654609954654225e-01 9.459854836745760220e-01
9.106067486645885722e-01 9.677303240232177917e-01
8.560061576434867536e-01 1.052510580149088604e+00
8.588450166844801004e-01 9.078605323213287948e-01
8.134341993834537377e-01 1.030750763458005759e+00
8.545947040143919704e-01 1.027079262704055029e+00
8.490824235194363023e-01 1.019441674954333577e+00
8.894763463135550996e-01 1.110612932915998607e+00
9.268135024188105531e-01 1.049278740342508565e+00
9.255666599566085839e-01 1.058922777187550457e+00
9.549574972911082371e-01 1.015510445630243064e+00
9.275621130489613009e-01 9.197960636224170594e-01
9.014619337220366457e-01 8.726838977669011399e-01
9.121103398322066846e-01 8.486702516503661364e-01
9.320678824389475592e-01 8.714085488234750709e-01
9.263734783028422237e-01 8.885795645554943611e-01
9.386569060162259781e-01 9.650880518522374496e-01
9.326757651719370656e-01 9.922237465543070067e-01
9.971567694956645633e-01 7.474176121304768605e-01
9.933793376199323566e-01 7.454489924529390521e-01
1.032023054847010846e+00 6.794187758214035311e-01
1.026415786166722688e+00 6.779404354639073649e-01
1.021845764670961110e+00 6.680836423175535721e-01
1.039959454293195362e+00 6.470330972937140546e-01
9.823315536043060181e-01 7.174478757526121520e-01
9.816513564378229750e-01 6.970720688467830772e-01
9.851535245044921174e-01 7.221578394459838846e-01
9.337776298398988706e-01 7.696810005613877737e-01
9.571226669704882006e-01 7.697768786995855539e-01
9.732591650150552720e-01 8.273528543391427403e-01
8.808071661913211559e-01 8.823908710731210858e-01
8.374569896503590849e-01 9.297338155654101266e-01
8.552843110323781195e-01 9.100966466084303708e-01
8.616629715212971163e-01 9.778741573880258553e-01
9.050111660300645955e-01 9.433770476024428975e-01
8.751741793638954103e-01 9.996361383024798819e-01
8.504912029953904939e-01 9.327111481705701035e-01
8.269852133422171958e-01 9.609763752227709066e-01
8.398962438831376609e-01 1.048064722396903958e+00
8.727216975104759022e-01 1.118635813579878180e+00
8.562119759997471879e-01 1.127869798215851427e+00
8.678511385817656576e-01 1.108881064432386987e+00
9.119325886980812479e-01 1.072795737697943563e+00
9.283586834689016021e-01 1.061829038984077433e+00
9.352493050950226872e-01 1.046371353631303514e+00
9.341439567690882351e-01 1.033299644588894894e+00
9.466380818748547643e-01 1.018334018893122472e+00
9.123304530814199120e-01 8.876254853594627292e-01
9.263637330639309386e-01 8.277912372336003743e-01
9.414828516749361720e-01 8.861502310191325948e-01
9.284431710211223931e-01 9.022915499370918191e-01
9.358255575967342477e-01 9.701358056025126686e-01
9.376254405404398362e-01 9.950402725544243987e-01
9.859163825958939809e-01 7.533008672486108948e-01
1.054321007518904896e+00 7.202034921378090981e-01
1.019385202841412985e+00 7.133680341581684070e-01
1.023793759222833000e+00 7.021468198074702904e-01
1.029854585858254179e+00 6.797750842055844123e-01
1.028721840505523621e+00 6.759327454088056575e-01
9.555510265985074358e-01 7.371189535840156903e-01
9.369935540315496025e-01 7.373649781369582268e-01
9.598910852674200633e-01 7.216462342047728074e-01
9.516028230699308255e-01 7.189343488282605721e-01
9.767141299566504120e-01 7.504372458455533801e-01
9.480769817242341579e-01 7.766990208915096616e-01
9.510397928392702038e-01 8.352716728359802500e-01
9.136869150244874005e-01 8.565553272589213618e-01
8.675494315238796439e-01 8.663858935763435465e-01
8.377879730531401226e-01 9.325132673895637492e-01
8.520481560081221151e-01 9.001793446389074749e-01
8.386948641064998489e-01 9.845069908459577190e-01
8.583392819742087232e-01 9.843000111754395265e-01
8.835372133602115152e-01 9.878072553979668768e-01
8.554334938677250477e-01 1.029300225616880393e+00
8.465121801898700671e-01 9.498589448434241467e-01
8.340787409284496912e-01 1.041421493916156349e+00
8.475529739034689536e-01 1.149416597104925941e+00
8.499740372030315516e-01 1.145648967617095559e+00
8.630697580661967905e-01 1.189474766347618617e+00
8.585762127365837992e-01 1.187135828896320522e+00
8.751622396688424343e-01 1.190079188897637863e+00
9.156346040037263156e-01 1.111389202154227540e+00
9.280537860012804119e-01 1.129638778481171668e+00
9.388309106888536038e-01 1.095489476930210149e+00
9.348172021236254015e-01 1.016914815379400316e+00
9.339225653964143836e-01 1.016394140153151993e+00
8.895656676076604263e-01 8.988461956205578973e-01
9.329797140472552153e-01 8.360010479024636565e-01
9.366282794979173820e-01 9.025609093036943698e-01
9.214170972988457997e-01 8.993410922589603063e-01
9.147967295463108606e-01 9.663650363759263007e-01
9.409983871787918064e-01 9.930805074706740010e-01
9.524383580255835202e-01 9.678956510181718764e-01
1.033018065709233602e+00 7.551831909991401082e-01
1.023967476549512590e+00 7.488010721367335254e-01
1.049344986920308642e+00 6.845381350244121865e-01
1.033930678099045375e+00 7.030423426992512548e-01
1.021385622381072666e+00 6.676841935790618354e-01
9.876186399736369692e-01 6.875318500168017266e-01
9.504332563588615557e-01 7.794290363432502255e-01
9.412972016674215903e-01 7.497089537695438288e-01
9.502063050292958168e-01 7.263671495059396133e-01
9.499413217502298279e-01 7.187196445829105995e-01
9.659017131069711493e-01 7.434123263526593028e-01
9.437835689116506055e-01 7.773975970748632225e-01
9.366199623027839927e-01 8.326151280587191783e-01
9.253876423423886832e-01 8.396142999789305561e-01
8.937034290575646134e-01 8.648483755355736990e-01
8.599285388002274599e-01 8.987756583122583631e-01
8.282168416475388373e-01 9.119395931297692437e-01
8.538699238189887408e-01 8.799414586130041016e-01
8.404233732328061368e-01 9.687409740233662303e-01
8.431481380222537458e-01 9.765425094096467085e-01
8.355550362640709050e-01 1.009251095014983113e+00
8.238303808467415390e-01 1.054942767111834989e+00
8.587332356897616759e-01 9.438647736149740064e-01
8.358502987540031848e-01 9.839641360946385085e-01
8.477688208601965592e-01 1.133224697998701958e+00
8.582730702571690351e-01 1.133800916138104853e+00
8.540214138349595530e-01 1.189342834456398101e+00
8.504123892343726787e-01 1.194246613455501649e+00
8.660119568285146174e-01 1.164346620457232362e+00
8.846604364883391414e-01 1.145064410007553990e+00
8.963339009024818838e-01 1.152761001883114034e+00
8.953888705844694762e-01 1.129541113844362510e+00
9.344598904473160328e-01 1.093595391956777130e+00
9.423540826157308370e-01 1.082697259526361533e+00
9.430918241014475401e-01 1.054265313203119669e+00
9.372945926860193344e-01 1.012067615805623211e+00
9.154057928563862356e-01 9.882875846265205544e-01
9.367465708710551731e-01 8.875862211008834768e-01
9.371619615747802667e-01 8.614294617676714338e-01
9.294088179290924678e-01 8.964373729783480238e-01
9.480102599729189894e-01 9.649878437554462174e-01
9.636670704582132041e-01 9.915184209905153478e-01
9.694189792169000119e-01 9.661072423137730958e-01
1.043332964524977591e+00 7.487484936362933663e-01
1.022502072479398505e+00 7.833311919652765631e-01
1.045485203532838359e+00 7.222893226220684637e-01
1.066494402105389705e+00 6.863760781198425809e-01
1.052833816860338167e+00 6.978014028979315775e-01
9.913953414138076958e-01 7.139178883772470119e-01
9.856971731115447000e-01 7.273031203315709625e-01
9.589069741167866034e-01 7.839222452063997482e-01
9.778919675663665378e-01 7.970782114116754524e-01
9.857033636245755570e-01 7.347894723289354335e-01
9.589759674892032182e-01 7.450186228197556160e-01
9.734818552244515200e-01 7.549811440246174676e-01
9.655724537723915368e-01 7.581166430118305710e-01
9.297746636675026100e-01 8.466118764182445355e-01
9.919261234031848673e-01 8.356713694417078342e-01
9.122615371643275628e-01 8.619173426792728909e-01
8.957669467949954667e-01 8.529456694266799310e-01
8.468980207889635903e-01 9.121210479902863710e-01
8.202521754137281906e-01 9.267810416582381583e-01
8.411651364434132860e-01 9.066660411968627820e-01
8.515902360325662279e-01 8.870510839141327875e-01
8.321928009898901246e-01 9.779165818005797206e-01
8.170354768083962771e-01 1.028703076297535324e+00
8.339127980143498098e-01 9.988922388580540046e-01
8.173584838627483418e-01 1.044619804808030183e+00
8.687205509697979444e-01 9.758797237032557081e-01
8.471013982268220666e-01 1.104414592425563280e+00
8.297564294207859792e-01 1.172875379903522752e+00
8.403628985793969441e-01 1.213315181058652215e+00
8.398485257693732997e-01 1.202527835859924732e+00
8.644319139944512953e-01 1.145951582917024147e+00
8.668552851476449828e-01 1.144385802874703151e+00
8.650780638082344876e-01 1.143130230302947137e+00
8.642613448723546199e-01 1.159583488931195117e+00
8.940735997706490412e-01 1.121935030648538056e+00
9.037284963090219669e-01 1.111454960292542538e+00
9.320096725348938627e-01 1.065062842320569914e+00
9.270808584979380873e-01 1.062996301119455866e+00
9.323825278556218121e-01 1.051854934375761941e+00
9.162333760786270931e-01 1.046471070049818763e+00
9.131977155529931167e-01 1.007306101272251952e+00
9.298783509275229120e-01 8.829172737937163173e-01
9.346549618798720704e-01 8.633428752108117665e-01
9.490342555858787277e-01 8.975676237406398084e-01
9.437437560830974626e-01 9.549386195656914822e-01
9.672841454314434761e-01 9.918145009217983477e-01
9.703312474471169624e-01 9.592738467978260131e-01
1.024718883722793628e+00 8.215673109569736621e-01
1.036369531748062567e+00 8.289137029790792921e-01
1.020945691695450241e+00 7.966172444426329324e-01
1.036837626924369982e+00 7.558076119764776113e-01
1.021636553565773431e+00 7.523625021096994603e-01
1.023376704946123539e+00 7.675651808951309274e-01
9.928134174019059843e-01 7.662021392613487247e-01
9.419344505466360484e-01 7.860071348995399942e-01
9.820763799856609966e-01 7.928962176838609821e-01
9.817971385265236162e-01 7.955433900888486676e-01
9.768650204633608780e-01 7.642990292216971238e-01
9.492452361198965294e-01 7.494646898430070703e-01
1.027199540335810068e+00 7.616778371638639467e-01
1.005252208619895171e+00 7.567594263274680655e-01
9.931572019279696351e-01 7.673124245250372288e-01
1.016487145098138756e+00 7.962583470389057450e-01
1.004277086501274230e+00 8.108817762099967963e-01
9.689798436889225375e-01 8.256463489305591041e-01
9.428928502117561727e-01 8.770122509267348487e-01
9.217496933060925768e-01 9.088685228596142807e-01
8.167232354265199223e-01 9.052642318506637364e-01
8.485493226866864802e-01 8.958148142577274653e-01
8.487267912022885552e-01 9.038407369199581431e-01
8.324126667214960529e-01 9.922152600599756234e-01
8.177732269250244101e-01 1.011038478231911064e+00
8.089852451949943735e-01 1.050017961332921024e+00
8.418813671593335934e-01 1.065197037253819090e+00
8.671128098590461519e-01 9.688449758931657607e-01
8.241898817891694096e-01 1.100608887939332314e+00
8.288909007874010193e-01 1.180904987359807867e+00
7.973289642444615355e-01 1.237690843809422292e+00
8.339301798212196415e-01 1.213489668429250212e+00
8.476961185924047903e-01 1.219534428152157624e+00
8.527467339527101675e-01 1.181202120134551059e+00
8.455269092051921342e-01 1.159339567997859977e+00
8.435357072713636217e-01 1.135315205112351622e+00
8.566231986965996414e-01 1.151645609939130344e+00
8.569295098439045910e-01 1.154248806076726197e+00
8.866116095046966405e-01 1.107473471954817157e+00
8.859504710927261772e-01 1.104317404438317940e+00
9.005413337062402324e-01 1.069157863533330532e+00
9.307262443565363919e-01 1.052492311717196705e+00
9.102160545505580957e-01 1.070398239242870586e+00
9.066571916562776723e-01 1.070534727674123721e+00
9.085891980972319315e-01 9.855874192293359037e-01
9.421743513995873842e-01 9.666130824937473331e-01
9.392823042246619680e-01 8.622700432942221882e-01
9.361625546454482860e-01 9.466991333563188338e-01
9.515857442708114400e-01 9.450788070766549254e-01
9.480411209341448320e-01 9.839756416545979434e-01
9.836546648620011490e-01 9.640419193419598187e-01
1.022200712781109466e+00 8.877112737942226550e-01
1.027126835739207600e+00 8.378778950206484666e-01
9.991402724501309285e-01 8.210348890587058079e-01
1.000947385107233911e+00 7.844037847271209118e-01
9.986439517967770074e-01 7.563358932247031818e-01
9.984594233193021529e-01 7.582110612007715300e-01
9.743306610665736223e-01 7.500787026385834499e-01
9.794509838225075038e-01 7.739479945099890790e-01
9.688552538506046696e-01 8.356649299480840565e-01
9.901571709314035408e-01 8.600404346508527809e-01
9.885099231870966285e-01 8.587950355283376913e-01
9.823035565297690841e-01 7.944567984670819483e-01
1.007431819364276615e+00 8.135270818512205793e-01
9.829735533457484298e-01 7.881566900230707606e-01
9.755406140253531921e-01 8.065488850626759687e-01
9.891583146966053119e-01 7.794387308774968215e-01
9.927503749349825268e-01 8.005631870107827730e-01
1.003812552848616146e+00 8.116567870022527442e-01
9.672872789016008221e-01 8.563231468043954742e-01
9.378528292630519125e-01 8.825128181574638520e-01
9.360188229593836562e-01 8.784282190018456449e-01
9.732684386876554461e-01 8.889758215683605247e-01
8.888389736430318822e-01 9.218376042968631223e-01
8.473299294878903209e-01 9.041419430565915683e-01
8.550115919177054824e-01 8.927999669896464763e-01
8.350424510626798247e-01 9.989594381615669594e-01
8.546811547093601247e-01 1.020272472763656957e+00
8.061901826230974955e-01 1.045799420559185622e+00
7.699924603492575015e-01 1.060980085481140200e+00
8.400147137485540760e-01 1.076843113041611844e+00
8.625810297070108934e-01 1.100147496902875721e+00
8.218225509112553340e-01 1.150088688094724976e+00
7.978457146723204607e-01 1.197500932313396271e+00
8.025534694664222535e-01 1.227529130981601435e+00
8.275706752961257129e-01 1.213761481220340555e+00
8.290992755856327889e-01 1.217570241974729628e+00
8.180729900841692270e-01 1.192016843548106442e+00
8.200802090871954775e-01 1.192155533520131261e+00
8.311992608328064858e-01 1.169052079790954490e+00
8.382678224328495853e-01 1.158241703968460268e+00
8.377097486649958125e-01 1.156947219985879682e+00
8.415256545273500643e-01 1.155744876803289856e+00
8.639056456282335761e-01 1.100183156986844768e+00
9.123559118547894808e-01 1.050245625707856956e+00
9.047978496846149632e-01 1.067728005385383039e+00
9.399143270730100364e-01 1.037443713478913176e+00
9.029019496291119662e-01 1.055724828541062532e+00
8.755329800683661068e-01 1.071497441409243967e+00
9.152256410660546404e-01 1.031206366649957351e+00
9.366306378313481451e-01 9.808377462425995619e-01
9.632004784557359756e-01 8.771904415574229841e-01
9.529585306120811339e-01 9.239177633521131749e-01
9.600385283428393146e-01 9.382298757346867468e-01
9.356654398458006394e-01 1.023745871879550684e+00
9.772973995747462617e-01 9.754223723503673282e-01
1.019739949521002442e+00 9.003029455375297641e-01
1.029281566159654604e+00 8.031244311765671773e-01
9.962515188849209169e-01 8.273789006602598750e-01
9.982006821537307006e-01 7.940156669354603292e-01
9.774230829096514084e-01 7.681891455073208697e-01
1.006501559139473256e+00 7.483404024405073685e-01
9.854180053077904455e-01 7.539883478591552501e-01
9.843325348814389031e-01 7.578077340055677791e-01
9.521751688921210599e-01 8.164771761267354266e-01
9.563258080793015647e-01 8.377599491993513725e-01
9.752719435604956244e-01 8.460856032289614248e-01
9.701356100995329745e-01 8.501642983893981098e-01
9.971869532864366947e-01 8.551685372326514045e-01
9.983544284301953953e-01 8.165163324808903944e-01
1.011331676535657698e+00 8.103456587228714536e-01
9.667856874181691706e-01 7.908536595055229990e-01
9.743611974270224296e-01 8.090843557189485447e-01
9.931938145909963156e-01 8.128243895092872595e-01
9.916061624144238973e-01 8.367373788150053171e-01
9.985781476841604221e-01 8.456536056790171507e-01
9.863196195977954606e-01 9.076229500723620447e-01
9.430607191154848357e-01 8.950387422111272251e-01
9.379460101676478923e-01 8.713611431105374727e-01
9.747333782058602569e-01 8.926618837776603144e-01
9.805230519370240483e-01 8.760542772023414138e-01
9.129639016566986065e-01 9.236953072746175719e-01
9.059503375937980607e-01 9.324908536809328741e-01
8.668027987623103670e-01 9.367380429285299126e-01
8.404461839802968015e-01 1.030320188568215389e+00
7.799002869877051936e-01 1.063602498688416276e+00
7.693467985023263456e-01 1.075388291373684746e+00
8.008036565108207494e-01 1.097046140493535438e+00
8.586994144648542049e-01 1.075273927305320010e+00
8.325848237571891186e-01 1.162020199935098752e+00
8.204795635982400359e-01 1.165058839211850605e+00
7.867651811283752350e-01 1.211895873702921955e+00
7.989686382386594898e-01 1.216937137128521584e+00
8.280886941348846175e-01 1.199453969282637811e+00
7.993035733896072248e-01 1.213650259087484251e+00
8.067696555558827587e-01 1.189796158592026254e+00
8.086121774640209203e-01 1.187531085106267703e+00
7.963798302032307763e-01 1.198345075997157894e+00
8.154998586020013596e-01 1.164426727750172308e+00
8.338712467222795244e-01 1.168614866977122357e+00
8.573635943862836228e-01 1.127988970335335850e+00
8.981335033311842464e-01 1.081502542833376657e+00
9.067242798099619527e-01 1.061654118352881149e+00
9.221974047916770001e-01 1.045862663581988317e+00
9.259928286199033964e-01 1.035126464447697847e+00
9.291830645409305811e-01 1.027695415904650966e+00
9.039136276949262250e-01 1.051078128254300692e+00
8.796588424749675061e-01 1.065695862427644247e+00
9.284437088114591008e-01 1.014471199798807177e+00
9.167470676709128519e-01 9.814908434419516992e-01
9.743518118061125222e-01 8.755019575268482290e-01
9.516504318564666942e-01 9.226025859474241697e-01
9.541711834879654797e-01 9.446341085987474129e-01
9.428376463073040448e-01 9.821565576116174645e-01
9.696915071649696571e-01 9.713280937358439449e-01
1.017865903313956322e+00 9.551925778246450616e-01
1.018348604425388881e+00 8.564977081259779190e-01
1.020536707511478181e+00 8.094006654754896113e-01
9.956500957210530078e-01 8.118690440187418256e-01
9.710180326096448100e-01 7.948834935262736323e-01
1.011564339041437721e+00 7.426679504386021202e-01
1.007077402493471219e+00 7.463044195982411200e-01
1.007337822863247911e+00 7.556923457584071580e-01
9.972963383912346602e-01 7.585023067650906725e-01
9.743367974453535085e-01 8.258403712867492530e-01
9.702776229841504341e-01 8.304119958437065074e-01
9.735101888487965871e-01 8.605372043800812998e-01
1.015776707372701093e+00 8.389800752307007281e-01
1.008051527327227470e+00 8.611644817742402092e-01
1.010255327721826468e+00 8.437807843996323331e-01
9.926043513248838934e-01 8.026612971126584339e-01
9.810890155748562824e-01 8.357373363706972480e-01
9.851355998326992713e-01 8.413009034240770401e-01
9.889316572607357303e-01 8.461291314449892464e-01
1.006679496253370498e+00 8.221505870728309517e-01
9.997360052077823855e-01 8.344533753627745298e-01
1.001536248867968215e+00 8.795330250081569989e-01
9.473587281939335192e-01 9.524760675125319986e-01
9.460924370122339999e-01 9.415754364004412791e-01
9.087424004420435741e-01 9.391184960178363683e-01
9.758314844139055477e-01 9.432527574921460989e-01
9.812900831061852625e-01 8.987312657327137799e-01
9.646933191410071995e-01 9.431365136909390934e-01
9.396178508407908581e-01 9.619005704929652900e-01
9.411837619937287736e-01 9.509018919500330513e-01
8.220478195699325585e-01 1.049579930488885315e+00
7.732516788068201086e-01 1.081975008196358612e+00
7.610203955629892825e-01 1.076793879058257408e+00
7.737562660547394611e-01 1.115545503636382163e+00
8.236173303819076530e-01 1.196200209485047239e+00
8.576778535157034700e-01 1.144920786260660739e+00
8.316685237191613345e-01 1.157328953274782579e+00
8.010002022270024113e-01 1.223489077727587748e+00
7.825046801877879599e-01 1.206725647543996249e+00
7.778762333601835222e-01 1.203803363124080317e+00
7.940664620380756267e-01 1.203541546918444727e+00
8.021128633092164950e-01 1.209581486823986696e+00
8.101981258563258903e-01 1.184438593169083065e+00
7.879553686640630161e-01 1.186490721791895409e+00
8.108770633610011824e-01 1.196372461592917880e+00
8.122517614262224628e-01 1.168976942113584050e+00
8.228865439900245882e-01 1.164750131297247249e+00
8.580065337575522033e-01 1.147833359058067160e+00
8.585681625873200495e-01 1.116644278147867597e+00
8.899206427209097603e-01 1.064432787156004423e+00
9.288041086516926059e-01 1.020537382725202225e+00
9.251850757666707503e-01 1.039573866096205279e+00
9.268589007402638913e-01 1.034120094302552584e+00
9.353376154035296652e-01 1.034089192497890330e+00
9.027436719372788909e-01 1.046449576735346776e+00
9.013123574980240749e-01 1.036616473699111474e+00
9.323958788671569131e-01 1.030126065406714586e+00
9.450910203254112574e-01 9.982994812506620352e-01
9.642586232798484591e-01 9.598226245705758775e-01
9.627815370038129705e-01 9.173729039110767314e-01
9.588105242992857047e-01 9.562686789373933127e-01
9.529306979726699378e-01 9.859948260049112845e-01
9.792015873211098453e-01 9.547101057340626751e-01
1.021742824104155511e+00 9.296010683633753047e-01
1.015673360131650549e+00 8.733747121230807098e-01
1.015201180917095547e+00 8.185189291393185629e-01
9.882837559962145413e-01 8.210621430426630063e-01
9.882806999382527380e-01 7.989661601533835089e-01
9.873368923220396942e-01 7.625756754427350792e-01
1.018725080638192226e+00 7.528260484769531136e-01
1.007529599448548030e+00 7.536447530522625282e-01
1.014580733557034486e+00 7.743610311276113434e-01
1.018485148498309067e+00 7.859569120580828239e-01
9.860642883365021705e-01 8.359707664711015784e-01
9.595168602144740211e-01 8.420765502363124488e-01
9.868907876328409934e-01 8.596408962436735690e-01
1.002690569059899284e+00 8.458318526177807106e-01
9.971291778635138492e-01 8.421087211326666599e-01
9.971177892275746579e-01 8.530937898524280083e-01
1.001356772669254491e+00 8.872048527138931551e-01
9.963631871813357632e-01 8.323840674224379788e-01
9.959988632659547703e-01 8.434507151171921624e-01
9.867242581411179714e-01 8.575240676701594289e-01
1.000682947776416754e+00 8.395794640295414224e-01
1.003790465608958238e+00 8.330120218056261683e-01
1.003795323487293834e+00 8.451320759936319371e-01
9.992020195509379032e-01 8.935826443103158656e-01
9.284635236415186288e-01 9.315272574099850988e-01
9.259070728112280824e-01 9.567853410262848746e-01
9.190515950986218874e-01 9.580838982187138697e-01
9.952673362516342159e-01 9.161832201414967791e-01
9.425405927659933347e-01 9.087614507570831446e-01
9.857830719723175150e-01 9.556933281353221510e-01
9.804441956404792435e-01 9.852877625649795190e-01
9.017395748897447660e-01 1.058798414269091159e+00
7.680714417782734671e-01 1.084478429469040828e+00
7.809443032761166359e-01 1.095679682214497408e+00
7.604173025793677931e-01 1.073773239925528866e+00
8.215811740266092400e-01 1.190290682957191981e+00
8.172182907883255298e-01 1.256219014340351103e+00
8.310540661378391647e-01 1.143522398054046096e+00
8.096694035395715083e-01 1.187017511463695163e+00
7.898401779162242953e-01 1.220712211377768419e+00
7.741607722721961515e-01 1.209334166679366218e+00
7.759008699663255682e-01 1.195327305434566778e+00
8.014219811345560940e-01 1.188522841953286502e+00
8.035758405237218849e-01 1.182643029869165918e+00
8.059123236290549608e-01 1.179499941497191173e+00
