# [SH0ES_CALIB]This is the data for ISO distributed Sne positions with a new set of data for each repetition.
# 500 repetitions, 3072 points, q0f= -0.574 h0f= 0.7304
# 
# delta_h0_iso_max            delta_q0_iso_max
1.461016041022733525e-02 1.047075783814648053e+00
1.074929351314557469e-02 8.705544978211707807e-01
1.225443050261099120e-02 9.403974632831710867e-01
1.046265677905766633e-02 8.204617717296369683e-01
1.536549899976491496e-02 1.096196841174488901e+00
1.304252399523386785e-02 1.076021330369829165e+00
1.033615385602715264e-02 8.285365459882853001e-01
7.714403811716286086e-03 7.654138960026786176e-01
9.650363634758130083e-03 6.786191311292408823e-01
8.719949361225443063e-03 5.667396161334323779e-01
8.554457203495235973e-03 8.628991196870053892e-01
1.696105217343790716e-02 1.311044755331203238e+00
7.354323755164648979e-03 5.576046843342152837e-01
1.679257091496721976e-02 1.271216838540970784e+00
9.081048454204099230e-03 6.717565450736922017e-01
1.254254338152616111e-02 1.043693295396042720e+00
1.207304819561949571e-02 9.110271481172373953e-01
9.953066072355798433e-03 7.523125558510697086e-01
1.174495512356876770e-02 1.032256883766265565e+00
9.606751593132067946e-03 9.441802797367008226e-01
1.005692666020496784e-02 6.533687641268136614e-01
8.015107640337526540e-03 5.380512411571833908e-01
6.723059164150058109e-03 6.053663284586139337e-01
1.034183548523348595e-02 7.999827226436073691e-01
1.259220748920941713e-02 8.566649725195248921e-01
8.071204214609051242e-03 5.335406189127031018e-01
1.170526908300784097e-02 7.907092791680856436e-01
8.851404298276466243e-03 7.843047617487199918e-01
1.169125790504921270e-02 8.341219149508771746e-01
8.602023086739629676e-03 6.018832221618297673e-01
1.115378429782798442e-02 8.169989951573179976e-01
7.866442168534604207e-03 5.405669013367837561e-01
9.452955592746614677e-03 8.141866199085149303e-01
9.001529793113083322e-03 7.048766402113343377e-01
1.166269316666279643e-02 8.273303326606291641e-01
7.342269427664138703e-03 6.376381910701336420e-01
7.533962360198542818e-03 6.565594710674970136e-01
7.305704306506566326e-03 4.868619540810976698e-01
1.291959194399905364e-02 7.251486115485554773e-01
8.864496962568080285e-03 7.156840565921857023e-01
1.021434685805866494e-02 8.036468055110512765e-01
8.890236936993090033e-03 9.360230100006797782e-01
8.488704993402373944e-03 6.710597998816278942e-01
1.079696992593892624e-02 8.203213028095563963e-01
1.131596868906359354e-02 8.455058169839656523e-01
1.104191605266324760e-02 7.294764350520329677e-01
